T,V,event
0.0,513.0,0
0.00010923084679113383,512.0,0
0.00021846169358226766,512.0,0
0.0003276925403734015,512.0,0
0.0004369233871645353,512.0,0
0.0005461542339556692,512.0,0
0.000655385080746803,512.0,0
0.0007646159275379368,512.0,0
0.0008738467743290707,512.0,0
0.0009830776211202045,512.0,0
0.0010923084679113383,512.0,0
0.001201539314702472,512.0,0
0.001310770161493606,512.0,0
0.0014200010082847398,512.0,0
0.0015292318550758736,512.0,0
0.0016384627018670075,512.0,0
0.0017476935486581413,512.0,0
0.0018569243954492751,512.0,0
0.001966155242240409,512.0,0
0.002075386089031543,512.0,0
0.0021846169358226766,512.0,0
0.0022938477826138105,512.0,0
0.002403078629404944,512.0,0
0.0025123094761960777,512.0,0
0.002621540322987212,512.0,0
0.002730771169778346,512.0,0
0.0028400020165694796,512.0,0
0.0029492328633606135,512.0,0
0.0030584637101517473,512.0,0
0.003167694556942881,511.0,0
0.003276925403734015,512.0,0
0.0033861562505251483,512.0,0
0.0034953870973162826,512.0,0
0.0036046179441074164,511.0,0
0.0037138487908985503,512.0,0
0.003823079637689684,512.0,0
0.003932310484480818,511.0,0
0.004041541331271952,512.0,0
0.004150772178063086,512.0,0
0.004260003024854219,511.0,0
0.004369233871645353,512.0,0
0.004478464718436487,512.0,0
0.004587695565227621,512.0,0
0.004696926412018755,511.0,0
0.004806157258809888,512.0,0
0.004915388105601022,512.0,0
0.005024618952392155,512.0,0
0.00513384979918329,511.0,0
0.005243080645974424,512.0,0
0.005352311492765558,512.0,0
0.005461542339556692,511.0,0
0.005570773186347825,511.0,0
0.005680004033138959,512.0,0
0.005789234879930093,511.0,0
0.005898465726721227,511.0,0
0.006007696573512361,511.0,0
0.006116927420303495,511.0,0
0.0062261582670946275,511.0,0
0.006335389113885762,511.0,0
0.006444619960676895,511.0,0
0.00655385080746803,511.0,0
0.006663081654259164,511.0,0
0.006772312501050297,511.0,0
0.0068815433478414305,511.0,0
0.006990774194632565,510.0,0
0.007100005041423699,510.0,0
0.007209235888214833,510.0,0
0.007318466735005966,510.0,0
0.0074276975817971005,510.0,0
0.007536928428588234,510.0,0
0.007646159275379368,510.0,0
0.007755390122170501,509.0,0
0.007864620968961636,510.0,0
0.00797385181575277,509.0,0
0.008083082662543904,508.0,0
0.008192313509335036,508.0,0
0.008301544356126171,509.0,0
0.008410775202917305,508.0,0
0.008520006049708439,508.0,0
0.008629236896499571,508.0,0
0.008738467743290707,508.0,0
0.00884769859008184,508.0,0
0.008956929436872974,508.0,0
0.009066160283664108,508.0,0
0.009175391130455242,508.0,0
0.009284621977246376,508.0,0
0.00939385282403751,508.0,0
0.009503083670828643,508.0,0
0.009612314517619775,508.0,0
0.009721545364410911,508.0,0
0.009830776211202045,508.0,0
0.009940007057993179,508.0,0
0.01004923790478431,508.0,0
0.010158468751575446,508.0,0
0.01026769959836658,508.0,0
0.010376930445157714,508.0,0
0.010486161291948848,508.0,0
0.01059539213873998,508.0,0
0.010704622985531115,508.0,0
0.01081385383232225,508.0,0
0.010923084679113383,508.0,0
0.011032315525904515,508.0,0
0.01114154637269565,508.0,0
0.011250777219486785,508.0,0
0.011360008066277918,508.0,0
0.01146923891306905,508.0,0
0.011578469759860186,508.0,0
0.01168770060665132,508.0,0
0.011796931453442454,508.0,0
0.011906162300233586,508.0,0
0.012015393147024721,508.0,0
0.012124623993815855,508.0,0
0.01223385484060699,508.0,0
0.012343085687398123,508.0,0
0.012452316534189255,508.0,0
0.01256154738098039,508.0,0
0.012670778227771524,508.0,0
