min,max,mean,sd,median,max_median_distance,min_median_distance,proportion_above_mean,min_index,max_index,crossings,proportion_increasing,file_num,index,previous_L,previous_R,previous_B,label
501.1565647828514,731.5969880929761,581.6838878925647,88.25967628072155,524.7688838549332,206.8281042380429,23.61231907208179,0.4,0,3,3,0.4,257,28,0,0,0,0
439.5647757985405,736.0744355242211,520.9299710422341,109.94094777105578,490.3548691865416,245.71956633767957,50.79009338800108,0.2,3,1,2,0.4,235,38,1,0,0,1
504.48959595970587,697.3642665236827,544.5478338362451,76.41926061564298,506.1978855700937,191.16638095358894,1.708289610387851,0.2,4,0,2,0.0,334,5,0,0,0,0
466.3191246214993,700.8323655893382,568.8433005918157,90.53939981201437,535.4172904462835,165.41507514305476,69.09816582478413,0.4,4,2,3,0.4,304,34,0,0,0,1
498.18918413147,550.5176793323798,513.5448480506925,18.949233035740498,506.1911892497218,44.32649008265798,8.002005118251816,0.2,2,4,2,0.4,377,24,0,0,0,0
505.6214036465416,511.8647507597426,508.0830066344345,2.068449685266679,507.547872205746,4.316878553996617,1.9264685592044088,0.4,4,1,2,0.2,236,4,0,0,0,0
264.51506338179007,602.7612253773453,479.57942279710335,135.08685059376467,557.1463394855083,45.61488589183705,292.6312761037182,0.6,1,3,2,0.4,303,42,0,1,0,2
240.57997624944616,491.677511834576,431.12817809235946,95.668348023946,472.17571558284186,19.501796251734163,231.5957393333957,0.8,4,3,3,0.4,27,27,0,0,0,0
496.0156267645408,626.7995266699302,579.22342532107,45.864025198514234,598.9610750457041,27.83845162422608,102.9454482811633,0.6,0,2,3,0.4,165,30,0,1,0,0
125.57044093548193,576.5607027406384,430.4359594075494,157.30474494779494,482.0722761291117,94.48842661152668,356.50183519362974,0.8,2,4,3,0.4,331,21,0,1,0,2
501.652236387439,531.0638065469446,511.7485829740619,10.128192238656233,509.3457346406306,21.718071906314037,7.693498253191592,0.2,3,1,2,0.4,40,0,0,0,0,0
458.08751933561945,509.3950013054689,484.1147135445377,21.043197783575035,491.1606161291815,18.23438517628739,33.07309679356206,0.6,1,4,2,0.6,150,18,0,0,0,0
505.4037921838808,512.5962421017703,507.9132324104154,2.624497197471304,507.9538598502932,4.642382251477045,2.550067666412417,0.6,3,1,4,0.4,89,0,0,0,0,0
469.3149293977286,510.2622489151234,494.87303766954074,16.771194174838786,506.3814867374392,3.8807621776841756,37.06655733971064,0.6,1,3,2,0.4,369,14,0,0,1,0
482.8507403479711,564.3925169875235,517.9773841714607,26.569276995905955,512.9118059473224,51.480711040201186,30.061065599351252,0.4,4,2,3,0.4,420,11,0,0,0,0
236.99979850314483,514.8880626588531,450.6731827093944,107.08155706802278,499.6832780286495,15.204784630203562,262.6834795255047,0.8,4,2,3,0.4,130,7,0,0,0,0
513.0356851766797,1009.0023543331494,650.61600260947,184.6108732569611,590.0800006695271,418.9223536636223,77.04431549284732,0.2,4,3,4,0.4,179,24,0,0,0,1
20.083174627219652,814.2682730455114,483.3397090175039,260.51359899188583,499.96895765262695,314.2993153928844,479.8857830254073,0.6,3,4,4,0.4,377,34,0,0,0,0
503.5060498883415,508.2296083460964,506.1107291867018,1.8430647468225692,506.57161161261024,1.6579967334861863,3.0655617242687185,0.6,4,2,3,0.2,72,2,0,0,0,0
416.7380237358906,571.4984134097033,465.6176317644601,54.66576288504554,449.2195681299517,122.27884527975158,32.48154439406113,0.2,2,0,2,0.4,404,24,1,0,0,0
499.6344151942657,653.8595137583519,534.0675416207557,59.97124252109826,506.0758149008957,147.78369885745622,6.441399706629966,0.2,1,0,4,0.4,102,5,0,0,0,0
20.807472563311645,735.7329993473439,411.1657386540093,240.73437123859046,497.9043606228095,237.82863872453441,477.09688805949787,0.6,3,0,2,0.2,433,12,0,0,0,0
327.39970379004427,487.8059589838929,441.827703435466,58.72474983386961,465.70961629946913,22.096342684423746,138.30991250942486,0.8,0,4,2,0.8,415,24,0,0,0,0
402.0867723580951,1009.47902409618,602.7558703758825,220.22951740966386,509.411716170012,500.0673079261679,107.32494381191691,0.4,4,1,2,0.2,109,125,1,0,0,1
56.277928959098695,509.2900970185882,407.8615000417407,176.89012514171787,506.80996985571926,2.480127162868939,450.5320408966206,0.8,4,1,4,0.4,428,5,0,0,0,0
436.04027857689215,478.9257150774869,460.297704451424,15.686399205883935,464.0404729094001,14.885242168086847,28.00019433250793,0.6,1,4,3,0.6,257,38,0,0,0,0
502.2596310965032,511.9212943139507,507.36275534475317,3.15852860655125,507.0986869229365,4.822607391014174,4.8390558264333094,0.4,0,1,3,0.2,306,7,0,0,0,0
542.5507835330503,571.2050122435883,556.0346426491974,10.637900287479006,550.6401023147123,20.564909928875977,8.089318781661973,0.4,0,2,3,0.6,289,27,0,1,0,0
409.38746627887775,536.9809037320765,485.02604980472825,43.99758715380821,500.7479351704151,36.23296856166144,91.36046889153732,0.6,2,1,2,0.6,157,13,0,0,1,3
317.1152321208462,520.5758437565368,470.48664492478883,77.12219267821047,509.4972268995535,11.078616856983274,192.38199477870728,0.8,4,0,3,0.2,204,6,0,0,0,0
440.2171240010272,540.2986356142586,471.3406651976455,35.98471741562535,457.286034855376,83.01260075888263,17.068910854348815,0.2,2,0,3,0.4,331,37,1,0,0,1
261.62031713656205,484.2737784540715,430.87171555014874,85.06967562641502,473.282779402838,10.990999051233473,211.66246226627595,0.8,4,3,4,0.4,340,34,0,0,0,0
392.2157294488842,892.3209409231432,552.6711556440882,175.83070963752323,505.2216147525378,387.0993261706054,113.0058853036536,0.2,4,2,3,0.4,286,16,1,0,0,1
437.3989179115863,734.3838340209908,531.6765087738107,104.83521955071035,507.2617448171404,227.12208920385035,69.86282690555413,0.2,4,2,3,0.4,304,12,1,0,0,1
74.68740907091107,623.2564883687734,444.39949261663344,201.29051822246257,552.827469971977,70.42901839679632,478.14006090106597,0.6,1,4,2,0.6,213,18,0,1,0,2
503.5362199525335,511.7167016025208,506.9052788747146,2.792165365255171,507.1876003340447,4.529101268476097,3.651380381511217,0.6,4,2,3,0.2,370,4,0,0,0,0
502.7185213791071,513.986945205687,508.7343725812475,4.043776784598267,509.4999873405547,4.486957865132297,6.781465961447623,0.6,1,4,2,0.6,272,5,0,0,0,0
485.5093092865936,525.9830382542369,505.79279650744377,14.071443417019678,507.704371260046,18.278666994190928,22.195061973452425,0.6,2,0,3,0.4,404,12,0,0,0,0
401.2819997697714,729.0504686716495,505.5292092487838,128.01739898894346,420.9879224083324,308.0625462633171,19.705922638560992,0.4,3,0,2,0.2,202,28,1,0,0,1
250.21208642542075,499.2736216198821,431.31203416440684,92.06428356273075,471.67859080356175,27.59503081632033,221.466504378141,0.8,0,4,2,0.8,431,27,0,0,0,0
137.20596398149183,552.9571401657457,421.1287265538951,146.23379109587347,458.6130472274074,94.34409293833835,321.40708324591554,0.8,2,4,3,0.4,39,26,0,0,0,2
371.4635117148874,466.1680060208976,430.1482592198714,33.13563043146357,437.5007619814182,28.667244039479442,66.0372502665308,0.6,0,4,4,0.4,48,18,1,0,0,0
379.0475776509049,506.1976374502397,479.6837106621215,50.33117949661003,504.9774089250741,1.2202285251656235,125.9298312741692,0.8,0,2,3,0.6,342,6,0,0,0,0
304.1933198858589,587.3806438544198,504.6488229380581,103.40220507872455,526.930573096132,60.45007075828778,222.73725321027308,0.8,1,3,2,0.4,70,14,0,1,0,2
447.64767303528106,518.0557460199685,486.28119410790504,26.219148642116547,495.56260656547,22.493139454498532,47.91493353018893,0.6,2,1,2,0.6,80,11,0,0,1,3
506.3365072377448,809.2958900190004,610.3209295020803,118.13782285706384,530.1906268411277,279.10526317787264,23.854119603382912,0.4,0,4,3,0.6,372,47,0,0,0,0
173.3111988055714,507.85621986479407,421.57719402517324,128.57428060159626,503.5980662961396,4.25815356865445,330.2868674905682,0.6,4,1,4,0.4,240,7,0,0,0,0
461.6372722739093,616.1306245848972,533.732490329887,67.44091157841669,500.0765705639655,116.05405402093169,38.43929829005623,0.4,4,2,3,0.4,47,12,1,0,0,1
386.0525852831004,721.0951331602522,535.0846593990716,149.1000184696382,439.0995748550432,281.995558305209,53.04698957194279,0.4,3,0,2,0.2,109,91,1,0,0,1
505.5905923510434,703.9476511154139,564.1842602598432,75.3375652291648,517.5290571103101,186.41859400510384,11.938464759266651,0.4,1,4,4,0.4,289,7,0,0,0,0
429.9777506962646,636.7702090858442,509.13577690425507,80.98700569537716,475.4599508771418,161.31025820870235,45.482200180877214,0.4,3,1,2,0.4,128,109,1,0,0,1
487.8207410037758,510.1067316283878,502.5817427808564,8.592237892136573,507.816492710953,2.290238917434806,19.99575170717719,0.6,0,4,2,0.8,94,19,0,0,0,0
378.9526204719463,511.78061848157535,481.56835792573537,51.38236459236785,506.0313074115883,5.749311069987073,127.07868693964195,0.8,0,1,3,0.2,36,3,0,0,0,0
408.7222485504152,969.7197321511252,584.2486669515564,201.9617309331994,507.2729108553757,462.4468212957495,98.5506623049605,0.4,4,2,3,0.4,258,14,1,0,0,1
502.5540446683882,510.1965273125795,506.6633050814028,3.0145046878048407,507.8893792513736,2.3071480612059077,5.335334582985411,0.6,4,2,3,0.2,23,9,0,0,0,0
463.3250724389413,502.3318812242942,490.2735632435064,14.392745145976564,499.004611815697,3.3272694085972034,35.67953937675571,0.6,2,0,2,0.4,173,10,0,0,1,3
532.2998593876038,579.7614877803844,558.9028161167664,16.053735598725165,561.9252460794008,17.836241700983578,29.625386691797075,0.6,0,1,3,0.4,7,20,0,0,0,0
290.0141764060886,508.8695797466482,463.3080383401448,86.66561488715101,506.4714530397362,2.3981267069119667,216.4572766336476,0.8,0,2,3,0.4,146,4,0,0,0,0
520.4394813574983,549.9258862239866,536.1156539735912,9.698856997458043,535.2859480611526,14.639938162834028,14.8464667036543,0.4,4,1,3,0.4,10,27,0,0,0,0
302.6247781385288,527.1915229503517,468.7411060235522,83.51770219781939,504.2526737563948,22.938849193956855,201.627895617866,0.8,4,3,4,0.2,21,7,0,0,0,0
333.5772042504797,547.9929648411035,470.4558512396987,82.20142502448314,510.506818918507,37.48614592259645,176.92961466802728,0.6,3,0,3,0.2,131,12,0,1,0,2
164.33860996100051,569.7572869679567,435.04482470277406,145.24253917271665,506.24849276421565,63.50879420374105,341.90988280321517,0.6,1,4,2,0.6,117,24,0,1,0,2
453.2865726992063,724.5391562687669,536.273216719012,100.54485700891316,481.9205147931495,242.61864147561738,28.633942093943176,0.4,4,1,2,0.2,38,14,1,0,0,1
426.3760837184693,533.1467234694642,484.7418887645864,37.20096477771265,500.12774698003096,33.018976489433214,73.75166326156165,0.6,3,2,2,0.6,134,10,0,0,0,3
242.456109819749,528.7918258747178,400.5608951734475,97.34351044393895,383.39143106465065,145.40039481006716,140.93532124490164,0.4,4,0,3,0.2,95,16,1,0,0,0
502.9156021185111,507.7550701221048,504.45195959921136,1.7441729499665226,503.4871907834721,4.267879338632724,0.5715886649609843,0.4,0,1,3,0.4,151,0,0,0,0,0
396.57447606557616,576.4185742001117,517.3604792174026,66.90898510058508,548.2725879336068,28.145986266504906,151.69811186803065,0.6,0,2,2,0.4,287,39,0,1,0,2
503.4658018871041,513.7304285190863,509.2843740897021,3.5032816306726255,510.0723079349036,3.6581205841827114,6.606506047799542,0.6,2,3,4,0.4,198,0,0,0,0,0
497.93256554703714,514.6106947121627,505.69578147527335,6.009643726455125,503.423246181229,11.18744853093375,5.490680634191847,0.4,2,3,3,0.4,34,0,0,1,0,0
254.227400234806,516.46126438569,456.4265480292599,101.27282974029063,503.7599027047904,12.701361680899595,249.53250246998442,0.8,4,0,2,0.0,340,8,0,0,0,0
501.88688665872655,508.1974081833857,505.5881485961554,2.2759537727786388,505.7920948602504,2.4053133231352604,3.9052082015238625,0.6,1,4,4,0.4,355,2,0,0,0,0
81.13588483790001,509.2340785135489,419.09402425532005,169.04433664357225,503.4589624032556,5.775116110293311,422.3230775653556,0.8,4,3,4,0.4,389,8,0,0,0,0
501.6862636263626,640.0941475628618,536.3272396902315,52.134369974829305,512.1563538967727,127.93779366608919,10.470090270410083,0.2,4,0,3,0.2,257,3,0,0,0,0
443.05239124189154,489.16057000829545,467.54193596428604,16.009656236327196,470.1655117494984,18.99505825879703,27.11312050760688,0.6,1,4,3,0.6,11,38,1,0,0,0
505.3068502833181,510.8044528943361,508.0485948219384,2.004881496300968,508.8887542849625,1.915698609373635,3.581904001644375,0.6,3,2,2,0.6,367,0,0,0,0,0
549.7836690016879,611.929278918889,569.354539205867,22.32419604450869,565.0614523810613,46.867826537827796,15.277783379373318,0.2,4,0,3,0.2,263,29,0,1,0,0
425.268505186452,1013.1707187941822,594.5916345069461,216.1598971684828,522.9605210319523,490.2101977622299,97.69201584550035,0.2,4,1,2,0.2,390,23,1,0,0,1
504.7403791815696,509.2754675486433,507.41134891877783,1.475906069510384,507.75237416542257,1.5230933832207256,3.011994983852958,0.8,0,2,3,0.6,142,22,0,0,0,0
