min,max,mean,sd,median,max_median_distance,min_median_distance,proportion_above_mean,min_index,max_index,crossings,proportion_increasing,file_num,index,previous_L,previous_R,previous_B,label
463.88035765883205,812.789327118646,574.1966524749635,97.8880176545862,525.750592504133,287.03873461451303,61.870234845300956,0.2814,9803,6542,6,0.3495,257,28,0,0,0,0
436.2776303117453,810.7827291758396,535.1499658813584,123.20243770253214,458.1756146474732,352.60711452836637,21.89798433572787,0.3375,6275,1155,2,0.429,235,38,1,0,0,1
500.7907609712609,852.1623227590878,531.3925464042286,76.81263582295159,506.429761995766,345.7325607633218,5.639001024505092,0.1208,4568,9763,24,0.5252,334,5,0,0,0,0
440.5779262297745,803.1581922340412,566.3178590525988,105.45265120168592,535.661998296622,267.4961939374192,95.08407206684745,0.2992,9755,4633,6,0.3277,304,34,0,0,0,1
481.83099865629714,568.0465125547098,515.9508827342062,20.36708501678708,508.2337261384944,59.81278641621543,26.402727482197236,0.3533,3353,7401,12,0.4695,377,24,0,0,0,0
502.07026152761625,511.8919705586397,506.28880634089654,1.878294420893945,505.9801380490578,5.9118325095818705,3.9098765214415607,0.4466,5641,2016,22,0.5173,236,4,0,0,0,0
24.336051147884717,608.5105668880715,464.1037315496245,194.55166603376304,575.9622236924858,32.54834319558563,551.6261725446011,0.6901,667,6665,2,0.5713,303,42,0,1,0,2
213.42354406271707,494.8646559945652,430.5426758131369,80.67015634358687,464.60120164265453,30.263454351910696,251.17765757993746,0.7474,7628,6301,8,0.5934,27,27,0,0,0,0
465.5486514522607,629.5644783903908,582.9407161501325,37.24493104138848,591.167735876213,38.396742514177845,125.6190844239523,0.5482,127,3847,2,0.4238,165,30,0,1,0,0
64.1742820440954,579.4707138620076,443.0284206023564,137.7985408920514,461.0731609315528,118.39755293045482,396.8988788874574,0.7098,3734,8254,6,0.6724,331,21,0,1,0,2
499.663502800675,557.0580232743363,513.4314318895144,13.939238412507233,507.7898293775257,49.2681938968106,8.126326576850659,0.3086,8252,905,6,0.4609,40,0,0,0,0,0
412.7283998879094,515.6332047013018,485.7100124797697,28.92679721167528,498.4963102080518,17.136894493249997,85.76791032014239,0.6475,186,9718,4,0.6952,150,18,0,0,0,0
497.9335878086271,522.9689779766434,508.6222900020917,4.938307484486905,507.7133396839026,15.255638292740798,9.779751875275451,0.4245,9855,1375,12,0.4398,89,0,0,0,0,0
456.4078576390154,512.4867603901862,494.63887955554713,16.84566744059532,502.21798108796884,10.268779302217354,45.81012344895345,0.7151,692,5653,12,0.5712,369,14,0,0,1,0
449.44278070500906,608.5073856118647,515.2774594650197,34.18361146419991,517.1034929387238,91.40389267314094,67.66071223371472,0.5309,6639,3232,4,0.5111,420,11,0,0,0,0
185.99546461105984,519.5872381438828,441.5894094186552,103.54657288426537,501.2581464532281,18.329091690654707,315.26268184216826,0.7033,7478,4228,6,0.5592,130,7,0,0,0,0
398.6030724980682,1012.954798332637,654.3220959752343,175.79488000911923,620.5680209448306,392.38677738780643,221.96494844676238,0.2678,9795,5872,4,0.2519,179,24,0,0,0,1
19.968951209148624,820.8829568370294,480.2403743013057,246.81579989802586,490.64959320674285,330.23336363028653,470.68064199759425,0.579,5345,7745,4,0.4287,377,34,0,0,0,0
501.1096280591934,509.032671732007,504.98697601790883,1.7543416492343775,505.11095584663394,3.9217158853730325,4.001327787440516,0.5198,8410,6161,14,0.4869,72,2,0,0,0,0
413.8503531359833,652.629833684551,460.54201962024933,52.536483520215086,447.52383514978953,205.1059985347615,33.67348201380622,0.3197,3073,150,4,0.4395,404,24,1,0,0,0
498.09941719632906,835.6007174232967,534.9955884019384,86.02379586484426,505.26902882965874,330.331688593638,7.16961163332968,0.1287,848,9557,18,0.5079,102,5,0,0,0,0
19.933229369451105,1008.7207447064244,446.0639183760624,269.84774746145115,508.4724093689084,500.248335337516,488.5391799994573,0.6912,6143,9410,12,0.5498,433,12,0,0,0,0
25.51997013074467,489.8721629268383,417.5068172453788,119.3256693953549,461.3878531566784,28.48430977015994,435.8678830259337,0.8348,9198,6995,2,0.7014,415,24,0,0,0,0
401.14735526868645,1012.8167462302836,583.9438854726832,198.95077452482357,525.1545707535984,487.6621754766852,124.00721548491191,0.4512,8088,2553,2,0.3733,109,125,1,0,0,1
50.23009819459785,515.2503777507844,426.9941520765968,146.11397787271724,507.2588914729058,7.991486277878607,457.02879327830794,0.7339,8118,5392,14,0.5484,428,5,0,0,0,0
429.964552177687,488.0594013717599,458.7482549253272,18.577043403751475,458.7011322305897,29.35826914117024,28.736580052902696,0.4994,1776,9042,2,0.5934,257,38,0,0,0,0
501.4585432961538,512.8103662150967,507.5367025414749,2.3436015989741574,507.47230724711306,5.3380589679836135,6.013763950959287,0.4862,62,4764,22,0.5398,306,7,0,0,0,0
482.68523287466087,765.9737235175409,577.0185786048932,62.63644703367212,558.303627151217,207.67009636632383,75.61839427655616,0.1855,170,8856,6,0.4581,289,27,0,1,0,0
383.3875319154329,807.2377677138529,500.30662056683275,102.82621257507961,487.1455700706814,320.0921976431715,103.75803815524853,0.4107,2978,1158,2,0.7386,157,13,0,0,1,3
202.87236527020204,524.2651151644545,447.57084899595435,98.41559628667794,503.4167914090408,20.84832375541373,300.54442613883873,0.7083,6988,9918,10,0.5678,204,6,0,0,0,0
438.7461926299305,581.3628567988295,468.0590332084289,31.02626803220141,459.3089524855388,122.05390431329073,20.562759855608306,0.4054,3027,148,4,0.4897,331,37,1,0,0,1
