min,max,sd,min_median_distance,min_index,previous_L,previous_R,previous_B,label,file_num,index
61.67266667393624,575.422461614084,143.15983935646466,429.17192660969073,12,0,1,0,2,117,24
449.8768694658903,751.5232568188612,94.133823115708,36.10290667949255,38,1,0,0,1,38,14
424.82701948405406,744.0488906000907,69.31979828446455,77.0187399066208,32,0,0,0,3,134,10
20.08978617177932,783.9759564858749,180.35930500024952,368.0074237032483,45,1,0,0,0,95,16
499.05867823338417,516.6003546241875,4.449931205175857,7.745881335381682,39,0,0,0,0,151,0
281.5814762017165,579.4526145844342,75.25840477605969,269.51811680155646,1,0,1,0,2,287,39
497.47414943675454,516.0370716021373,4.456513331537419,11.501802378514355,24,0,0,0,0,198,0
497.93256554703714,514.6106947121627,3.942149634315608,4.723265824584132,20,0,1,0,0,34,0
186.8488387085232,516.46126438569,105.74042964994652,319.2774288354217,37,0,0,0,0,340,8
499.5102822118074,514.9695158993677,3.757931390594529,8.947904900411174,49,0,0,0,0,355,2
38.7985390049636,511.1725961497163,150.49453637912623,464.2078885740009,38,0,0,0,0,389,8
497.6497532930557,747.0778406872055,46.55797239194398,10.05265849769762,32,0,0,0,0,257,3
437.8141980459801,494.1377496798176,17.88994639123164,27.69099717946688,12,1,0,0,0,11,38
504.2759184597336,512.8383734571396,2.1708775386770367,4.235983870675511,8,0,0,0,0,367,0
512.2262598882545,824.9668051109646,86.40662692066675,50.33338459852325,1,0,1,0,0,263,29
412.8878318943503,1013.1707187941822,187.08206692682452,76.03120443323229,37,1,0,0,1,390,23
503.6411224992536,514.5089214814457,2.5212429278790696,5.418672229293634,17,0,0,0,0,142,22
490.01908947470105,516.195311496323,5.885062577681235,19.00709989006731,29,0,0,0,0,265,1
426.4427495710058,788.5372697307475,117.18058153564188,78.24081456398739,44,1,0,0,1,115,17
306.28900210052296,516.8105930240262,39.56932438058272,199.52725999436316,49,0,0,0,0,13,5
444.6716966503517,783.2697437322323,98.09468643049853,65.65732282196655,42,1,0,0,1,148,9
434.4300725297053,498.5415577539661,17.93987127106738,46.80553506178234,1,0,0,0,0,362,58
500.3608228736471,514.3556039889091,2.733198104649641,6.9073226431651165,27,0,0,0,0,163,2
501.5116486724583,511.1559940750959,2.4651265688754886,5.1402682877445045,21,0,0,0,0,176,8
502.83010553420354,522.3327923248004,4.984269911426883,10.07703244152458,42,0,0,0,0,343,28
456.71732879946273,654.292835712543,37.22227001639267,53.20660097377333,43,0,0,0,0,272,12
501.0223707687773,519.663100107433,4.131387740036252,7.661003925872535,28,0,0,0,0,311,3
505.8755999501315,541.0382247217063,8.741905459255868,11.759227778934758,43,0,0,0,0,86,23
501.1377556174003,511.6880108294321,2.0052054544934186,5.695431308035438,11,0,0,0,0,213,2
433.953348073248,507.7307905223304,19.494328897169304,29.079557316372075,16,1,0,0,0,338,42
495.0965072561636,946.3519251815096,148.41640199357684,12.398164214477504,0,0,0,0,0,206,8
501.83941003588507,531.6755477972971,6.446998828003398,13.343368197335169,44,0,0,0,0,374,28
416.3089550448181,1013.6771345541094,164.07254249203214,187.5595505357903,49,0,0,0,0,95,30
491.9512264215803,515.5371147940815,5.097895470605184,13.962652640758847,3,0,0,0,0,65,6
403.46273947903495,988.3761303332088,161.0849145756898,103.91280438651074,44,1,0,0,1,381,15
177.89018024882742,572.8081828963489,112.71431798258246,291.7438395753859,22,0,0,0,2,321,33
500.80827506215024,514.2733147088277,3.2841537434555472,6.692068903860672,48,0,0,0,0,115,1
381.645997985178,478.91232693428464,30.31256278421861,39.19994616564151,13,0,0,0,0,299,25
413.3195801460006,976.0397939805885,153.1187002952025,93.2713313235576,46,0,0,0,1,419,22
500.1655728618554,512.0159150724647,3.2769808903727484,7.265133090815027,33,0,0,0,0,57,4
522.7441792202708,576.9052331637935,16.73425962631652,32.284604193166615,48,0,0,0,0,58,21
36.72606666794,627.3684971397238,190.99500140928663,522.6592427968434,8,0,1,0,2,227,14
383.8082543133981,476.3921609743193,29.702166857500053,42.47675127775307,10,0,0,0,0,308,22
27.547798535775254,603.2325676523014,160.6890246321482,425.63169307781817,26,0,0,0,0,254,34
435.69319652631054,925.3630127483824,142.0666518216984,58.664344304997655,40,1,0,0,1,236,24
499.3169136550133,514.2923144207972,3.8673024985902287,8.074749339295636,49,0,0,0,0,127,3
480.2066515332902,562.5739962663164,17.906743786937973,20.850849983995037,24,0,0,0,0,418,9
24.209868355828245,509.81987728049535,159.7296372747722,479.4603293156124,45,0,0,0,0,132,9
22.072132340257383,488.0802667527244,128.73758088888053,436.331084834536,44,0,0,0,0,416,28
469.9306285459923,602.3366115456281,28.806113540918524,37.096900256632864,35,0,0,0,3,239,6
252.12208729466064,552.3967652092609,79.88085342967594,248.4209716909677,13,0,1,0,2,9,23
500.2155305080725,519.3025965072343,4.776197190387881,7.0181608392383055,26,0,0,0,0,323,1
539.0850401065054,635.5026702603691,33.693029476700204,54.23246254089349,49,0,1,0,0,209,53
442.12530157724666,775.2382256588224,99.92346669190852,60.79629276171477,38,1,0,0,1,29,22
495.5514982306691,934.8294637829846,144.52645362541674,14.137415265966013,11,0,0,0,0,261,11
460.6875170542204,506.6165889058681,13.844130626190047,35.25629540258001,4,0,0,0,0,247,27
384.7896481363738,1013.5935182985062,206.01601901996787,201.01323046842376,45,1,0,0,1,364,37
492.9250335969809,511.6010105915348,4.16360919988062,12.41037621009383,1,0,0,0,0,306,27
386.4338466203002,878.8158381687446,118.23063796376805,101.67437996853891,29,0,0,0,0,320,11
501.2477848708565,513.4689763785062,2.878314281387236,6.821972533370513,35,0,0,0,0,7,4
431.1696889382693,721.4664776792091,63.05790869648467,66.1318856008998,17,0,0,1,3,135,13
479.16872551269626,511.63384833108086,8.034755203440763,26.2371155327636,5,0,0,0,0,424,6
397.2818204942912,476.7031159314943,25.043325329131527,34.07519446414267,11,0,0,0,0,382,19
446.24691538373736,795.2558080860789,87.78468310937144,119.97919459112212,1,0,1,0,0,226,26
399.0221392706305,861.2149482284069,96.40772911608909,87.59071454553504,9,0,0,1,3,214,15
421.2124232545692,931.1359254949926,164.09925541368312,45.53564816407709,1,0,0,0,0,109,135
496.476065499211,780.8634625577234,92.46117365723065,9.715131513372796,16,0,0,0,0,208,5
501.8039571558377,789.4315405417526,82.63151640354239,5.851283779522646,9,0,0,0,0,338,6
452.68081548090765,739.541603745278,68.24930615783354,21.68034568431881,22,1,0,0,1,5,15
412.9999522649216,779.0895205753252,80.63315544366148,76.69223785452931,19,0,0,1,3,221,20
498.5721189449989,516.8454381718141,3.923949082123553,8.172618651626294,24,0,0,0,0,190,10
461.3052010504522,574.2195290824197,24.850568126177254,86.10126888643128,1,0,0,0,0,235,28
379.405737817232,851.3392144734279,118.4768987762512,39.81556310937748,26,1,0,0,0,286,20
501.6260108509311,511.3146739720781,2.324434162906475,6.161333737149505,41,0,0,0,0,85,3
374.281091888517,998.629871177765,168.01062254692218,45.421175285723336,23,1,0,0,1,356,44
213.5182403297524,515.9875249809409,97.92981579904388,292.51488361966165,38,0,0,0,0,59,9
441.6744745971496,980.8399230106688,160.40771139993163,65.62361659336557,49,0,0,0,1,75,9
445.9429163882868,500.6216484331611,17.355064883271343,34.2241847930203,1,0,0,0,0,297,20
50.72484233393793,613.6389506462828,160.1810657805892,454.7657829422485,28,0,1,0,2,267,9
501.8958011157584,512.3404259463579,2.313590652574577,6.004836822409118,34,0,0,0,0,416,4
431.0043891885892,828.4391921470868,121.1203820812732,35.876784589845784,35,1,0,0,1,7,30
499.96939806880096,510.3282898699358,2.2138626209438983,5.405214296338272,44,0,0,0,0,387,5
497.8799792233788,514.1358623296068,3.691148725631107,6.983358562207968,7,0,0,0,0,54,11
426.96157606363,903.2561954422766,138.966015878579,30.9022496849185,34,1,0,0,1,10,37
443.3033037917823,921.308956918632,126.24825686632542,66.25978128518136,49,0,0,0,1,415,12
506.0952090030752,547.6185990545735,11.599314716962308,12.74911109417974,37,0,0,0,0,72,27
497.1496641188888,513.2981029097499,2.5902516141574705,9.472385428874816,48,0,0,0,0,285,4
20.025311177308648,585.0956827717774,156.25201417714413,368.99324025362927,32,0,0,0,0,322,24
213.8541692343726,587.5843295780055,120.27162932640869,292.8213651013428,16,0,1,0,2,12,14
488.0804676036054,512.4352416066433,6.0253239904317,16.62551443112642,2,0,0,0,0,105,18
138.9130326205479,623.5216314958874,124.02349650781316,447.7041527576535,1,0,1,0,2,342,17
48.65277794247065,606.7461714785184,161.3813235189192,457.1384471494808,28,0,0,0,2,143,10
32.711285426579416,592.7695550823576,154.46738210376148,444.9102789313662,16,0,0,0,0,128,119
389.0827309938289,475.2500501160187,28.260705816866054,35.18546485361691,11,0,0,0,0,181,26
113.35671269503932,592.5551550052191,143.37945000500895,428.7530885046769,5,0,0,1,3,40,19
531.8614442250799,897.8255250017761,97.84120829833664,38.09632595441769,32,0,0,0,0,61,34
25.52439366908935,591.3157906231218,158.8234262065492,537.2315621621138,6,0,1,0,2,415,32
200.8516137959032,571.0828113355043,104.11814267290646,303.6473963874148,28,0,1,0,2,321,9
36.04377493251586,519.1807263030302,149.7636019245548,476.33527931310863,45,0,0,0,0,378,18
422.5280835465485,952.0071415726871,149.1733533983398,114.49357460111536,41,1,0,0,1,340,24
536.6091964820945,623.8770191271958,28.735889794596705,40.99246855439617,48,0,0,0,0,322,34
400.4181284832174,969.3681052008268,171.21182820405315,104.389151033892,41,1,0,0,1,108,11
503.0771183072299,513.2543116826079,2.169039329614505,4.610544755613034,36,0,0,0,0,178,5
376.00955378466114,864.0108658620161,108.08644933906452,131.23944397494483,48,0,0,0,0,317,11
196.39200047617987,571.6909160482438,89.65456037731086,352.01954729848603,1,0,1,0,2,48,28
23.619220758747776,512.0960767527256,161.34587945262007,480.74378862693305,37,0,0,0,0,179,12
392.88313187425416,872.1755870278383,96.80650302708553,168.6771106792541,1,0,1,0,0,116,16
281.70746815093537,1013.5931984719678,161.41963923764834,325.7253277551548,1,0,1,0,2,364,31
478.032235115527,517.8956702626266,8.317043925482132,26.150663212516463,2,0,0,0,0,419,14
381.3435264055748,1013.5782610371052,214.23879886913417,40.05002657446278,32,1,0,0,1,362,48
386.9925924741064,951.386983504545,161.5900199677316,120.68610997275944,49,0,0,0,1,308,14
502.7492198490432,552.3967652092475,11.361954161722748,31.497076112403363,1,0,1,0,0,9,28
551.9065861342867,1013.1266294701172,134.09755814826966,55.28271763170392,49,0,0,0,0,383,20
177.89018024889484,555.4492764940853,89.0808129409701,269.26711831775617,47,0,0,0,0,321,28
502.6404506327353,511.6332926422847,2.0975286704264287,4.458924474181629,48,0,0,0,0,269,2
490.6389437780816,512.6471160966737,4.500752760110117,9.316014647909183,1,0,0,0,0,191,39
428.5656659051803,734.7286146160928,66.80237833872957,73.69397688940836,29,0,0,0,3,177,7
426.3378252493092,493.5127482703958,22.22037777908845,43.62849931923421,2,0,0,0,0,62,38
449.230802712571,924.2946823620985,118.0203041894357,120.3205338224696,48,0,0,0,0,96,85
472.2595907184586,542.2572107843641,14.042476627704314,30.419366631364312,7,0,0,1,3,291,12
183.41055996867829,559.486044480504,110.6479787034479,322.56356915402444,32,0,0,0,2,127,8
506.28365473472,527.4799435882261,5.901081903020022,8.76138478578116,34,0,0,0,0,445,1
394.39504063108456,493.3206157705975,31.92203868981514,56.582712025515264,1,0,0,0,0,191,29
458.242427162171,588.6783880905002,31.669040304270887,16.586119641424034,28,1,0,0,0,104,17
193.4713647330821,584.4928011114391,104.5660750080128,364.7161330665314,1,0,1,0,2,228,38
407.1211482321481,492.00014354253375,27.243308218089236,45.58608499905944,2,0,0,0,0,443,28
496.7885725783072,511.88224784943,3.780719302813296,9.06970989286708,45,0,0,0,0,181,9
23.578833545136547,635.5026702603498,210.1085871624566,552.0239188947264,8,0,1,0,2,209,48
449.4583688829396,679.3654960521113,43.40094041915039,59.72465198810056,49,0,0,0,0,194,3
502.4105734573239,517.5842391187282,3.5413205263862118,6.142181831255584,47,0,0,0,0,390,1
432.195633470515,933.3726846067112,131.95365978938253,97.4642813547934,48,0,0,0,0,62,28
197.83188523076035,480.88303516833525,84.93578354514521,246.13098000546464,45,0,0,0,0,96,95
22.072132340257337,598.5480561901336,157.80943202500458,464.0018752799332,19,0,0,0,2,416,33
498.9291231105028,523.5932156320354,5.979239564367116,10.943177342078856,0,0,0,0,0,296,19
504.2178387723022,514.015598240429,2.496470820400301,3.941695615310664,22,0,0,0,0,359,1
385.1026047945295,944.9444591796296,182.01662834235336,90.33750564074536,37,1,0,0,1,164,14
501.4007361344917,513.8045197630195,3.3323645619063718,6.822070040869221,49,0,0,0,0,292,0
184.8482002210322,567.8192169118659,99.460650700708,312.80306250841204,23,0,0,0,0,55,28
186.95240833614545,499.22078942694566,83.69496835194602,290.94952623216466,46,0,0,0,0,29,32
433.12963434375,505.5087188892458,18.004592788924764,26.704213573116647,14,1,0,0,0,349,41
504.319944709644,805.3280274503106,98.25235322704756,4.981781306918606,4,0,0,0,0,92,7
37.58516216094704,622.7168034314109,191.40901248956857,537.1117411214127,8,0,1,0,2,288,15
482.1597233571157,818.6089833631015,93.4345280524615,86.2044838553087,49,0,0,0,0,117,32
240.8126768856404,614.4219501130534,92.60829296016216,336.1649814647204,1,0,1,0,2,251,41
461.7368446913312,734.5014005850034,76.88544834425618,33.369542203441426,40,1,0,0,1,9,9
354.0182719170629,873.3697708512027,120.82601640371128,123.94708518681688,11,0,0,1,3,337,15
432.2915714535711,722.6873326706284,62.71860631409253,61.72892335087158,23,0,0,1,3,169,9
202.3862772590206,588.493837143338,122.46964179791168,306.57207825125147,14,0,1,0,2,97,13
508.1555816863253,534.5176208422807,6.758306065862896,7.36763874350703,34,0,0,0,0,98,29
387.7540454133829,1009.6138741180072,208.2744848816571,35.36121244442751,31,1,0,0,1,329,42
263.9678236020295,591.2709572407613,103.6301185332278,279.82075418806403,13,0,0,0,2,115,173
396.3245965593955,1008.1372951996927,158.0965362128877,36.819993406847686,22,1,0,0,1,166,31
458.2424271621724,498.92612898578665,12.795069954804054,21.01210252188565,8,0,0,0,0,104,21
408.3702203584575,1013.4302682313426,176.58794747666215,98.44104071665544,43,1,0,0,1,254,24
190.8213856305772,581.1863561884908,106.60982419077288,278.63290973971834,27,0,0,0,0,236,34
205.2497106422264,629.9082878514917,104.80017713455535,383.4907593949355,1,0,1,0,0,178,26
399.71413015768,496.6908383801867,27.07075043036882,63.27623364689629,2,0,0,0,0,74,48
172.07229739462772,566.1607894065415,114.16857061702623,328.26228897733154,31,0,0,0,2,355,9
506.4317367229373,638.920328079873,34.01294989569664,81.91364250356042,1,0,1,0,0,187,44
33.658532720727706,626.9076756691442,176.4852248722213,476.1640626236836,23,0,1,0,2,84,10
502.50399011571295,782.5052809623323,86.65105834788427,8.590939894489509,21,0,0,0,0,69,5
494.7420779063019,1013.451177227978,138.85740810212087,93.92138897306096,49,0,0,0,0,408,22
518.6583745208329,606.3059452117291,25.19176849391964,27.143581203622148,46,0,0,0,0,187,49
497.6150737598967,567.9955145284384,16.067483934432172,19.188697211294027,46,0,0,0,0,392,16
19.92155171348117,555.3558157019839,194.8283262351322,487.37765580927766,42,0,0,0,0,426,8
498.666838934366,514.3635595694037,2.9220453543054874,7.362465117460317,6,0,0,0,0,119,2
492.7328635723539,518.721357890724,6.2000042759014535,17.569080974770884,14,0,0,0,0,433,2
394.82212849006686,473.1044583838263,25.529384730165752,30.43057038421074,12,0,0,0,0,125,41
435.5344826647064,793.5083046017339,103.26208368209066,69.14222640210016,49,1,0,0,1,126,9
412.90539376027954,746.4948510398891,76.90652400188092,82.5360145745559,27,0,0,1,3,249,8
431.8896928912045,498.2755781820102,20.045366475926052,42.09515925663436,4,0,0,0,0,136,20
501.8769373125255,513.9272460957749,2.3868793074241057,6.460912348553791,24,0,0,0,0,427,2
503.18937262644033,970.8580428948846,155.3118874072209,6.241708889080428,14,0,0,0,0,118,8
448.337270545572,512.3469624882046,14.83862628600875,54.139104670839856,18,0,0,0,0,432,8
19.90105962595567,474.7571690234622,140.81995619777427,428.24575785254905,41,0,0,0,0,446,29
427.5900384341992,805.3280274503019,122.08399516359177,29.177940278307005,30,1,0,0,1,92,14
499.358434246609,536.2910404737128,8.935927881959197,5.450367143640165,17,0,0,0,0,309,0
50.76687161356756,577.4654110136323,134.55704811540843,397.6567064738509,20,0,0,0,2,115,111
421.2091545753277,964.1224150700056,158.60849241410287,85.2515010013015,49,0,0,0,1,170,15
414.5626629798657,866.7994573575407,100.26831856529198,69.29406048403172,28,0,0,0,3,153,11
513.8084179574558,577.4701716464757,19.524084455189215,17.267732580717052,46,0,0,0,0,178,59
418.7688130937476,735.7268194527657,77.75723957965174,35.274291875807364,27,1,0,0,1,79,23
390.080918705006,616.4371777059395,46.082763067841846,167.92730808255834,1,0,1,0,2,73,103
255.96060797715023,578.5978463754849,108.2622350422298,294.4981472785896,8,0,1,0,2,68,13
470.0360665344888,749.8826763222963,68.56159703582328,11.817709862324932,31,1,0,0,1,147,23
388.72728465064665,920.1879170959684,141.09918708889086,42.57932628353956,25,1,0,0,1,154,20
192.8347143984188,585.8903137559546,111.10173921759184,313.46657270949083,28,0,0,0,2,3,13
473.4128054890653,602.3366115456281,26.012177933976915,34.55866931710813,49,0,0,0,0,239,3
517.643888448075,612.5256775622315,28.289842097675397,24.56074980249525,46,0,0,0,0,324,29
344.73599464571635,733.0162273783463,77.88373192654892,109.33154279471024,49,1,0,0,0,115,53
243.61625599470045,575.6555789349919,109.8015102827406,306.72650824227145,7,0,1,0,2,14,19
440.3019593615456,780.1303490795461,97.98115036901608,98.60941905363649,49,0,0,0,0,159,39
19.85302039531274,624.8755326505302,182.4849025686656,440.1590634265095,28,0,0,0,0,395,32
38.71845549722868,624.5037496726645,186.2394160134621,546.4049473569771,2,0,1,0,2,264,16
424.1978967185343,829.6557816461185,94.0520642755433,59.06556497323129,23,0,0,1,3,294,13
506.3063809887266,631.5936784765645,33.84809599866079,87.3906316535057,1,0,1,0,0,324,24
383.4536800416743,515.2655100032646,38.0883338572581,110.10315825056456,1,0,0,1,3,316,17
63.21125860928898,1013.6759163777084,203.6060152338608,535.5693842441043,1,0,1,0,2,90,27
511.4476046307668,577.3822473950381,16.80073247199825,26.480495909940828,49,0,0,0,0,236,46
497.7398744405938,549.2444925097142,11.482271489757672,7.320878552308955,36,0,0,0,0,384,1
195.27798069151265,596.937822316212,104.9001277951419,363.70564254654187,1,0,1,0,2,147,35
500.9896864558863,513.1961035070777,3.296010823007387,6.310381695670742,38,0,0,0,0,286,0
188.2205225842785,554.041941893942,104.950838072982,316.9353490122607,30,0,0,0,2,207,9
381.3849579702879,981.0392410189688,167.7577217725342,40.81550918224008,31,1,0,0,0,125,15
419.5952416667823,936.0774731458145,148.28452808275276,89.3137090042884,49,0,0,0,1,275,10
434.6851163186621,586.8982220432907,32.739298349076726,25.710541705317095,17,1,0,0,1,73,115
500.50976653353473,515.2309309190249,3.3154143762437505,6.557096539230201,13,0,0,0,0,39,4
503.1219002932372,514.5631384457117,2.645115148360639,3.356828521901491,42,0,0,0,0,180,3
499.417308373694,847.5240244513968,91.71487323034464,8.81902529660772,31,0,0,0,0,195,9
446.42722381515154,700.8690737498541,50.22021090389304,60.270794181658914,49,0,0,0,0,149,3
186.2939736218172,501.776082618076,86.26990231342607,261.5768009173199,38,0,0,0,0,313,29
413.1573979070197,1012.787379366316,163.5458176121448,173.33600030651155,49,0,0,0,1,161,23
24.62169258245924,640.2311002533389,198.10801066022304,482.261170849406,15,0,1,0,2,161,13
199.4154434016326,606.6073846657779,93.09799985348756,373.8690752850747,1,0,1,0,2,254,40
535.9541040104917,624.7682413166591,27.611225402620946,52.78962875215416,0,0,1,0,2,166,55
501.82313979853205,516.4052504214867,2.597753165614457,7.000007568444232,49,1,0,0,0,443,0
19.992654644989177,619.0286345781946,189.58852567945615,407.429346236733,20,0,1,0,2,329,26
508.1703290836109,547.4764194811819,11.63231395159836,9.543080390874708,48,0,0,0,0,112,33
429.7819119363661,802.6678126915789,114.57105592949344,75.94109210937916,42,1,0,0,1,156,15
80.1831575889139,616.3294700483835,170.98214252333707,502.0556342219659,2,0,1,0,2,240,15
429.19319058020153,571.8740977942696,30.93152532941961,26.305268899475607,19,1,0,0,0,136,16
523.9491255677038,616.5212393176168,28.25392994457161,27.159068949783773,48,0,0,0,0,101,20
332.1124144223764,621.4568833509962,67.39720643423729,254.08967320107075,1,0,1,0,0,384,19
39.08927246167837,581.5101596858444,160.20132868962543,471.9177971564631,14,0,1,0,2,360,19
396.0078666165331,1012.8424928382811,194.3851705633717,114.65365566922208,44,1,0,0,1,251,25
411.6885109145143,956.7546654964624,120.73007723666552,174.3773810913945,1,0,0,0,0,127,16
424.6906224037746,705.5748676972565,56.68392529447503,82.64397837553935,48,0,0,0,0,368,7
429.2410059789972,496.023838942263,20.11072703937786,31.98470179821919,5,0,0,0,0,137,19
19.97450980833448,604.4516750934819,163.73993944372478,419.3909051713768,23,0,0,0,2,339,24
432.6009764414519,931.1923552816512,142.93878701568556,106.16109337318034,42,0,0,0,1,96,112
226.5329342201781,890.749368164997,143.06173853191706,338.58385736195504,1,0,1,0,2,20,15
262.0976856621889,610.6600989913733,81.42157126594446,316.8030369397475,1,0,1,0,0,428,14
432.6315142862741,805.7066999068156,101.36175870148448,116.14255011649055,49,0,0,0,0,281,32
24.68260095494129,539.5903048026698,138.5521350462741,388.1373126163393,33,0,0,0,0,303,36
427.6452946501146,1013.3080642291728,153.3738436096189,153.25802309199366,49,0,0,0,0,428,19
434.771429555622,699.5633278234876,62.548499041864495,62.46777379525412,22,0,0,1,3,123,11
422.4324413149198,829.782661187695,121.53885698816973,121.50807264019016,47,0,0,0,1,363,35
105.55935892805049,606.1555003775937,120.55211821002746,469.0147140640044,1,0,1,0,2,339,29
498.86985977838384,514.2750698313714,3.812410745968725,7.68880411270203,45,0,0,0,0,446,5
500.5038995844216,734.6657369797789,47.20900059807588,7.947720012609238,3,0,0,0,0,66,10
112.91849493912387,571.9156410630742,118.70680965558782,346.1099961285006,25,0,0,0,0,53,25
