min,max,mean,sd,max_median_distance,min_median_distance,proportion_above_mean,proportion_increasing,previous_L,previous_R,label,file_num,index,previous_B
399.0221392706305,861.2149482284069,493.414026812353,96.40772911608909,374.6020944122414,87.59071454553504,0.4,0.72,0,0,3,214,15,1
421.2124232545692,931.1359254949926,559.1346900801825,164.09925541368312,464.3878540763464,45.53564816407709,0.32,0.62,0,0,0,109,135,0
496.476065499211,780.8634625577234,560.5730037003339,92.46117365723065,274.6722655451396,9.715131513372796,0.3,0.44,0,0,0,208,5,0
501.8039571558377,789.4315405417526,540.9537031471498,82.63151640354239,281.7762996063923,5.851283779522646,0.16,0.46,0,0,0,338,6,0
452.68081548090765,739.541603745278,503.7489238917884,68.24930615783354,265.1804425800516,21.68034568431881,0.26,0.32,1,0,1,5,15,0
412.9999522649216,779.0895205753252,501.60367171889646,80.63315544366148,289.3973304558743,76.69223785452931,0.38,0.72,0,0,3,221,20,1
498.5721189449989,516.8454381718141,506.4911034577184,3.923949082123553,10.100700575188853,8.172618651626294,0.52,0.5,0,0,0,190,10,0
461.3052010504522,574.2195290824197,545.0261147791585,24.850568126177254,26.813059145536272,86.10126888643128,0.54,0.46,0,0,0,235,28,0
379.405737817232,851.3392144734279,471.1982892213345,118.4768987762512,432.1179135468184,39.81556310937748,0.26,0.48,1,0,0,286,20,0
501.6260108509311,511.3146739720781,507.6537812402892,2.324434162906475,3.527329383997482,6.161333737149505,0.5,0.46,0,0,0,85,3,0
374.281091888517,998.629871177765,497.66861730476455,168.01062254692218,578.9276040035247,45.421175285723336,0.28,0.5,1,0,1,356,44,0
213.5182403297524,515.9875249809409,448.707644922736,97.92981579904388,9.954401031526857,292.51488361966165,0.72,0.42,0,0,0,59,9,0
441.6744745971496,980.8399230106688,598.9559625030585,160.40771139993163,473.5418318201537,65.62361659336557,0.3,0.4,0,0,1,75,9,0
445.9429163882868,500.6216484331611,477.5103317374957,17.355064883271343,20.454547251854024,34.2241847930203,0.56,0.68,0,0,0,297,20,0
50.72484233393793,613.6389506462828,429.00569067725576,160.1810657805892,108.14832537009636,454.7657829422485,0.7,0.66,0,1,2,267,9,0
501.8958011157584,512.3404259463579,507.5903427333855,2.313590652574577,4.439788008190362,6.004836822409118,0.58,0.5,0,0,0,416,4,0
431.0043891885892,828.4391921470868,533.9416657918824,121.1203820812732,361.5580183686519,35.876784589845784,0.34,0.48,1,0,1,7,30,0
499.96939806880096,510.3282898699358,505.3410746031132,2.2138626209438983,4.953677504796588,5.405214296338272,0.5,0.6,0,0,0,387,5,0
497.8799792233788,514.1358623296068,505.35253757136206,3.691148725631107,9.272524544019973,6.983358562207968,0.46,0.48,0,0,0,54,11,0
426.96157606363,903.2561954422766,532.8933494228629,138.966015878579,445.39236969372814,30.9022496849185,0.3,0.46,1,0,1,10,37,0
443.3033037917823,921.308956918632,564.9771559340945,126.24825686632542,411.7458718416684,66.25978128518136,0.26,0.36,0,0,1,415,12,0
506.0952090030752,547.6185990545735,523.5775908472041,11.599314716962308,28.77427895731853,12.74911109417974,0.38,0.38,0,0,0,72,27,0
497.1496641188888,513.2981029097499,506.814235685331,2.5902516141574705,6.676053361986305,9.472385428874816,0.46,0.5,0,0,0,285,4,0
20.025311177308648,585.0956827717774,349.5623982365313,156.25201417714413,196.07713134083951,368.99324025362927,0.74,0.68,0,0,0,322,24,0
213.8541692343726,587.5843295780055,472.5143545368681,120.27162932640869,80.90879524229013,292.8213651013428,0.68,0.6,0,1,2,12,14,0
488.0804676036054,512.4352416066433,503.2118897686136,6.0253239904317,7.729259571911484,16.62551443112642,0.6,0.48,0,0,0,105,18,0
138.9130326205479,623.5216314958874,533.5082875702668,124.02349650781316,36.90444611768601,447.7041527576535,0.74,0.54,0,1,2,342,17,0
48.65277794247065,606.7461714785184,427.8737421979643,161.3813235189192,100.95494638656692,457.1384471494808,0.7,0.62,0,0,2,143,10,0
32.711285426579416,592.7695550823576,453.35824085455926,154.46738210376148,115.14799072441195,444.9102789313662,0.72,0.64,0,0,0,128,119,0
389.0827309938289,475.2500501160187,426.0910087616731,28.260705816866054,50.98185426857293,35.18546485361691,0.48,0.66,0,0,0,181,26,0
113.35671269503932,592.5551550052191,478.8402489625154,143.37945000500895,50.44535380550292,428.7530885046769,0.76,0.4,0,0,3,40,19,1
531.8614442250799,897.8255250017761,607.878490191405,97.84120829833664,327.86775482227847,38.09632595441769,0.24,0.36,0,0,0,61,34,0
25.52439366908935,591.3157906231218,475.7713149379833,158.8234262065492,28.559834791918547,537.2315621621138,0.7,0.58,0,1,2,415,32,0
200.8516137959032,571.0828113355043,456.8475443824137,104.11814267290646,66.58380115218631,303.6473963874148,0.7,0.6,0,1,2,321,9,0
36.04377493251586,519.1807263030302,442.32863719566006,149.7636019245548,6.8016720574056535,476.33527931310863,0.8,0.54,0,0,0,378,18,0
422.5280835465485,952.0071415726871,563.2708353509604,149.1733533983398,414.9854834250233,114.49357460111536,0.28,0.34,1,0,1,340,24,0
536.6091964820945,623.8770191271958,581.3530138949689,28.735889794596705,46.27535409070515,40.99246855439617,0.48,0.34,0,0,0,322,34,0
400.4181284832174,969.3681052008268,556.044032595595,171.21182820405315,464.5608256837174,104.389151033892,0.28,0.38,1,0,1,108,11,0
503.0771183072299,513.2543116826079,507.82065006049487,2.169039329614505,5.566648619764919,4.610544755613034,0.48,0.54,0,0,0,178,5,0
376.00955378466114,864.0108658620161,535.7552123702651,108.08644933906452,356.7618681024101,131.23944397494483,0.18,0.5,0,0,0,317,11,0
196.39200047617987,571.6909160482438,512.3270485525553,89.65456037731086,23.27936827357792,352.01954729848603,0.76,0.58,0,1,2,48,28,0
23.619220758747776,512.0960767527256,406.8258833882716,161.34587945262007,7.733067367044782,480.74378862693305,0.7,0.6,0,0,0,179,12,0
392.88313187425416,872.1755870278383,576.4150948699482,96.80650302708553,310.6153444743301,168.6771106792541,0.14,0.54,0,1,0,116,16,0
281.70746815093537,1013.5931984719678,627.8424506325654,161.41963923764834,406.1604025658776,325.7253277551548,0.24,0.54,0,1,2,364,31,0
478.032235115527,517.8956702626266,503.0076014904491,8.317043925482132,13.712771934583143,26.150663212516463,0.56,0.52,0,0,0,419,14,0
381.3435264055748,1013.5782610371052,549.7438273893396,214.23879886913417,592.1847080570676,40.05002657446278,0.34,0.4,1,0,1,362,48,0
386.9925924741064,951.386983504545,576.9421081538239,161.5900199677316,443.7082810576792,120.68610997275944,0.32,0.32,0,0,1,308,14,0
502.7492198490432,552.3967652092475,533.7183184773725,11.361954161722748,18.15046924780097,31.497076112403363,0.5,0.48,0,1,0,9,28,0
551.9065861342867,1013.1266294701172,655.2158137690948,134.09755814826966,405.9373257041266,55.28271763170392,0.24,0.28,0,0,0,383,20,0
177.89018024889484,555.4492764940853,428.88595126391806,89.0808129409701,108.29197792743436,269.26711831775617,0.84,0.4,0,0,0,321,28,0
502.6404506327353,511.6332926422847,506.828189207936,2.0975286704264287,4.533917535367777,4.458924474181629,0.52,0.48,0,0,0,269,2,0
490.6389437780816,512.6471160966737,500.5462362257034,4.500752760110117,12.692157670682889,9.316014647909183,0.44,0.56,0,0,0,191,39,0
428.5656659051803,734.7286146160928,504.719014711726,66.80237833872957,232.46897182150417,73.69397688940836,0.46,0.66,0,0,3,177,7,0
426.3378252493092,493.5127482703958,464.2258857280464,22.22037777908845,23.546423701852348,43.62849931923421,0.54,0.7,0,0,0,62,38,0
449.230802712571,924.2946823620985,602.0086611955928,118.0203041894357,354.74334582705785,120.3205338224696,0.26,0.28,0,0,0,96,85,0
472.2595907184586,542.2572107843641,500.364896303824,14.042476627704314,39.57825343454124,30.419366631364312,0.6,0.54,0,0,3,291,12,1
183.41055996867829,559.486044480504,444.3304812574498,110.6479787034479,53.511915357801286,322.56356915402444,0.7,0.58,0,0,2,127,8,0
506.28365473472,527.4799435882261,516.3347936739334,5.901081903020022,12.434904067724917,8.76138478578116,0.44,0.34,0,0,0,445,1,0
394.39504063108456,493.3206157705975,452.0527150638256,31.92203868981514,42.34286311399768,56.582712025515264,0.48,0.6,0,0,0,191,29,0
458.242427162171,588.6783880905002,486.7896168253329,31.669040304270887,113.8498412869052,16.586119641424034,0.28,0.42,1,0,0,104,17,0
193.4713647330821,584.4928011114391,511.0522439136856,104.5660750080128,26.305303311825583,364.7161330665314,0.74,0.54,0,1,2,228,38,0
407.1211482321481,492.00014354253375,452.0093927001258,27.243308218089236,39.29291031132624,45.58608499905944,0.5,0.72,0,0,0,443,28,0
496.7885725783072,511.88224784943,505.74748891452384,3.780719302813296,6.023965378255696,9.06970989286708,0.5,0.52,0,0,0,181,9,0
23.578833545136547,635.5026702603498,458.82990363819874,210.1085871624566,59.899917820486735,552.0239188947264,0.66,0.54,0,1,2,209,48,0
449.4583688829396,679.3654960521113,518.8503281158582,43.40094041915039,170.18247518107114,59.72465198810056,0.12,0.46,0,0,0,194,3,0
502.4105734573239,517.5842391187282,508.9602518457973,3.5413205263862118,9.031483830148716,6.142181831255584,0.48,0.5,0,0,0,390,1,0
432.195633470515,933.3726846067112,575.3077260942006,131.95365978938253,403.7127697814028,97.4642813547934,0.26,0.32,0,0,0,62,28,0
197.83188523076035,480.88303516833525,417.1966527781115,84.93578354514521,36.92016993211024,246.13098000546464,0.8,0.56,0,0,0,96,95,0
22.072132340257337,598.5480561901336,448.8816880315954,157.80943202500458,112.47404856994308,464.0018752799332,0.72,0.74,0,0,2,416,33,0
498.9291231105028,523.5932156320354,510.0585038555822,5.979239564367116,13.720915179453698,10.943177342078856,0.5,0.48,0,0,0,296,19,0
504.2178387723022,514.015598240429,508.4692970789615,2.496470820400301,5.856063852816135,3.941695615310664,0.4,0.54,0,0,0,359,1,0
385.1026047945295,944.9444591796296,549.8685539780548,182.01662834235336,469.50434874435473,90.33750564074536,0.34,0.38,1,0,1,164,14,0
501.4007361344917,513.8045197630195,508.1898872179888,3.3323645619063718,5.581713587658555,6.822070040869221,0.5,0.5,0,0,0,292,0,0
184.8482002210322,567.8192169118659,467.1182518744063,99.460650700708,70.16795418242162,312.80306250841204,0.74,0.66,0,0,0,55,28,0
186.95240833614545,499.22078942694566,444.5531227694887,83.69496835194602,21.31885485863557,290.94952623216466,0.82,0.54,0,0,0,29,32,0
433.12963434375,505.5087188892458,459.8625677172749,18.004592788924764,45.67487097237915,26.704213573116647,0.5,0.5,1,0,0,349,41,0
504.319944709644,805.3280274503106,562.3358878750213,98.25235322704756,296.026301433748,4.981781306918606,0.24,0.46,0,0,0,92,7,0
