min,max,mean,sd,median,max_median_distance,min_median_distance,proportion_above_mean,min_index,max_index,crossings,proportion_increasing,file_num,index,previous_L,previous_R,previous_B,label
463.8842557303083,812.7880144115716,574.1966524749633,97.88801765458622,525.728051605418,287.0599628061535,61.84379587510972,0.281,980,654,6,0.346,257,28,0,0,0,0
436.28060791799743,810.7776322090298,535.1499658813585,123.20243770253212,458.1828019754089,352.5948302336209,21.902194057411464,0.337,628,115,2,0.428,235,38,1,0,0,1
500.79145500106665,852.1480542123326,531.3925464042287,76.81263582295158,506.42639963089823,345.72165458143434,5.63494462983158,0.121,457,976,24,0.526,334,5,0,0,0,0
440.5836266441189,803.1574710584806,566.3178590525989,105.45265120168592,535.6059973383271,267.55147372015347,95.02237069420823,0.299,976,463,6,0.328,304,34,0,0,0,1
481.83595546422526,568.0461298386916,515.9508827342062,20.367085016787083,508.24360565535477,59.80252418333686,26.407650191129505,0.354,335,740,12,0.47,377,24,0,0,0,0
502.0702858384238,511.889330422114,506.28880634089654,1.8782944208939438,505.98089430068813,5.908436121425893,3.9106084622643493,0.444,564,202,22,0.516,236,4,0,0,0,0
24.336799799668533,608.5092483941648,464.10373154962457,194.55166603376304,575.9722657571158,32.53698263704905,551.6354659574473,0.69,67,667,2,0.571,303,42,0,1,0,2
213.4247835794057,494.86372288825646,430.5426758131369,80.67015634358687,464.62269206586944,30.241030822387017,251.19790848646375,0.747,763,630,8,0.595,27,27,0,0,0,0
465.5657984315352,629.563255620958,582.9407161501325,37.24493104138848,591.1360426270942,38.427212993863805,125.57024419555898,0.548,13,385,2,0.423,165,30,0,1,0,0
64.19599656415666,579.4684670519136,443.0284206023564,137.7985408920514,461.06473285837546,118.40373419353818,396.8687362942188,0.71,373,825,6,0.671,331,21,0,1,0,2
499.66481708415535,557.0483138882183,513.4314318895143,13.93923841250723,507.7849477598379,49.263366128380426,8.12013067568256,0.308,825,90,6,0.458,40,0,0,0,0,0
412.736806757213,515.63266917948,485.7100124797698,28.926797211675275,498.4985709061516,17.13409827332839,85.7617641489386,0.648,19,972,4,0.694,150,18,0,0,0,0
497.94035186268417,522.9652255674355,508.6222900020917,4.938307484486905,507.72600288583163,15.239222681603849,9.785651023147466,0.426,985,137,12,0.44,89,0,0,0,0,0
456.4088473490418,512.4841773567923,494.63887955554713,16.845667440595324,502.2139667212308,10.270210635561511,45.80511937218898,0.715,69,565,12,0.57,369,14,0,0,1,0
449.4433191971889,608.5032852389827,515.2774594650198,34.183611464199906,517.1196987139184,91.38358652506429,67.67637951672953,0.531,664,323,4,0.51,420,11,0,0,0,0
185.99656332294708,519.5862689217205,441.58940941865507,103.54657288426537,501.26315271133956,18.32311621038093,315.2665893883925,0.703,748,423,6,0.558,130,7,0,0,0,0
398.6189001286519,1012.9544228162732,654.3220959752343,175.79488000911923,620.6102871000589,392.3441357162143,221.99138697140705,0.268,979,587,4,0.252,179,24,0,0,0,1
19.96907715339307,820.8774446995901,480.2403743013057,246.81579989802583,490.6579076010423,330.2195370985478,470.68883044764925,0.578,535,774,4,0.427,377,34,0,0,0,0
501.1096280591934,509.03260505332327,504.9869760179089,1.7543416492343789,505.1183758527403,3.9142292005829518,4.008747793546888,0.521,841,616,14,0.485,72,2,0,0,0,0
413.8523031505735,652.629833684551,460.5420196202494,52.536483520215086,447.5404615422204,205.08937214233066,33.68815839164688,0.32,307,15,4,0.438,404,24,1,0,0,0
498.1006313303685,835.5975885954595,534.9955884019384,86.02379586484425,505.29194466032754,330.3056439351319,7.19131332995903,0.129,85,956,18,0.51,102,5,0,0,0,0
