min,max,mean,min_median_distance,proportion_above_mean,min_index,previous_L,previous_R,label,file_num,index,previous_B
414.9955778003279,648.2788851620496,460.5005416557648,32.4692161337062,0.32,15,1,0,0,404,24,0
498.4847131982833,834.8673439777472,534.9588439506115,6.531532767671592,0.12,11,0,0,0,102,5,0
19.94809354284727,1008.676603352504,446.1757042470734,488.14035699351376,0.7,31,0,0,0,433,12,0
25.52439366908935,489.8666858921527,417.5656439554043,436.7847764026167,0.84,46,0,0,0,415,24,0
401.42659860876336,1012.5963490053562,583.9347053964558,117.08335519753176,0.46,41,1,0,1,109,125,0
52.361768467292286,515.2356543026843,426.9667463903133,454.86569720833546,0.74,41,0,0,0,428,5,0
430.09452407546326,487.78562883465486,458.7966388520658,28.22791833094925,0.5,9,0,0,0,257,38,0
502.2596310965032,512.5459768836828,507.69705296732633,5.270064496724217,0.42,0,0,0,0,306,7,0
483.3942960172207,764.548897596748,577.0438253509456,74.52384816757927,0.18,1,0,1,0,289,27,0
383.44204986042905,806.4416957054533,500.1518610018948,103.11414447030506,0.42,15,0,0,3,157,13,1
202.9242439912166,520.5758437565368,447.4608674201652,300.4090723541853,0.7,35,0,0,0,204,6,0
438.8087462504939,578.8952125476313,468.0106187193819,20.59367058249677,0.4,15,1,0,1,331,37,0
157.19401351862444,514.502590952409,411.4111013497298,298.8432967731031,0.74,36,0,0,0,340,34,0
379.40573781722287,962.0933698017524,564.6033866256222,127.948960621129,0.34,46,1,0,1,286,16,0
427.83643137271855,781.6257121447848,539.0389123879228,79.26904136897377,0.34,48,1,0,1,304,12,0
54.524249775809096,623.743470393231,464.26061009967685,473.68937248560775,0.68,11,0,1,2,213,18,0
500.0672001214429,511.7167016025208,505.7721729795242,5.278319914732208,0.44,37,0,0,0,370,4,0
501.365903477517,513.986945205687,507.9865338847578,6.670541422185124,0.52,16,0,0,0,272,5,0
445.02361980329886,525.9830382542369,500.51476134179086,60.5495290308512,0.64,14,0,0,0,404,12,0
388.71393683053856,1011.8582409155206,504.8994833199585,40.2407905777863,0.26,27,1,0,1,202,28,0
20.07144668414416,499.2736216198821,430.6629815602757,448.4534897652628,0.84,48,0,0,0,431,27,0
135.1814570556058,565.3171388403175,439.9875013491816,321.3283183490529,0.7,21,0,0,2,39,26,0
159.0784306001108,579.1087295050047,433.62532053695054,278.4778976544076,0.64,49,1,0,0,48,18,0
338.08604867665304,509.04187490852337,497.227406283844,165.92517857904727,0.88,49,0,0,0,342,6,0
205.4328562573768,590.001846545791,486.8920389247504,355.1841526107776,0.66,6,0,1,2,70,14,0
437.0386778735912,696.3156289107445,501.9570807716853,61.21967713133671,0.46,22,0,0,3,80,11,1
484.12660466625096,1013.590659458886,624.9548040538668,47.56200336445761,0.3,49,0,0,0,372,47,0
80.18292864916582,512.5185523652416,428.7857031733972,424.6202709249141,0.74,42,0,0,0,240,7,0
446.4222769879641,797.8583515768894,543.6584112679105,60.93304974153307,0.28,49,1,0,1,47,12,0
381.1791336499541,1013.4700520128472,537.4623841050789,46.982888319801305,0.3,31,1,0,1,109,91,0
488.8113984398313,791.4746139389082,561.173838028858,23.65624415595238,0.26,7,0,0,0,289,7,0
425.03593927096426,774.5369156970687,520.2037358889653,28.083900191594807,0.34,32,1,0,1,128,109,0
463.9285512305418,519.3132373859667,503.4392058867753,44.36859182743973,0.72,1,0,0,0,94,19,0
203.8679673682905,515.1780615501525,466.5016628782562,302.6619364690227,0.82,47,0,0,0,36,3,0
389.6006311919863,969.7197321511252,567.6412624996636,117.51502029869528,0.3,46,1,0,1,258,14,0
501.2998308163697,510.4669349246186,505.6306749740906,4.506247800501967,0.5,26,0,0,0,23,9,0
446.44419184602566,705.7053236587175,503.33138114878193,52.561171193186,0.32,15,0,0,3,173,10,1
524.1619523309785,581.0386916274697,558.3458825694723,36.079742014129806,0.52,49,0,0,0,7,20,0
51.92224826888191,511.1228988520125,458.1225170858286,453.9798057801194,0.86,48,0,0,0,146,4,0
515.3659642104523,566.0763164657662,534.084809065785,16.70413740407787,0.42,49,0,0,0,10,27,0
268.8144200405304,527.1915229503517,456.0924683683949,232.4619137580232,0.68,37,0,0,0,21,7,0
215.3063015937374,583.8875483219934,460.6720489852589,289.8712085179785,0.68,25,0,1,2,131,12,0
61.67266667393624,575.422461614084,448.3666703427371,429.17192660969073,0.68,12,0,1,2,117,24,0
449.8768694658903,751.5232568188612,527.0899686293832,36.10290667949255,0.3,38,1,0,1,38,14,0
424.82701948405406,744.0488906000907,504.8376238614076,77.0187399066208,0.42,32,0,0,3,134,10,0
20.08978617177932,783.9759564858749,376.5835534875559,368.0074237032483,0.78,45,1,0,0,95,16,0
499.05867823338417,516.6003546241875,507.6725405944933,7.745881335381682,0.42,39,0,0,0,151,0,0
281.5814762017165,579.4526145844342,522.274367872063,269.51811680155646,0.76,1,0,1,2,287,39,0
497.47414943675454,516.0370716021373,509.123881001203,11.501802378514355,0.48,24,0,0,0,198,0,0
497.93256554703714,514.6106947121627,503.7626482709192,4.723265824584132,0.38,20,0,1,0,34,0,0
186.8488387085232,516.46126438569,444.5001959059124,319.2774288354217,0.72,37,0,0,0,340,8,0
499.5102822118074,514.9695158993677,507.96422273802966,8.947904900411174,0.56,49,0,0,0,355,2,0
38.7985390049636,511.1725961497163,416.1625255246087,464.2078885740009,0.72,38,0,0,0,389,8,0
497.6497532930557,747.0778406872055,520.8953153116988,10.05265849769762,0.1,32,0,0,0,257,3,0
437.8141980459801,494.1377496798176,466.5915317888023,27.69099717946688,0.5,12,1,0,0,11,38,0
504.2759184597336,512.8383734571396,508.3659728073082,4.235983870675511,0.5,8,0,0,0,367,0,0
512.2262598882545,824.9668051109646,595.9470687845926,50.33338459852325,0.2,1,0,1,0,263,29,0
412.8878318943503,1013.1707187941822,573.7424711798545,76.03120443323229,0.38,37,1,0,1,390,23,0
503.6411224992536,514.5089214814457,509.3168197462925,5.418672229293634,0.44,17,0,0,0,142,22,0
490.01908947470105,516.195311496323,507.4354765306709,19.00709989006731,0.6,29,0,0,0,265,1,0
426.4427495710058,788.5372697307475,539.0440254469222,78.24081456398739,0.32,44,1,0,1,115,17,0
306.28900210052296,516.8105930240262,496.0391328306502,199.52725999436316,0.9,49,0,0,0,13,5,0
444.6716966503517,783.2697437322323,538.6578066799725,65.65732282196655,0.28,42,1,0,1,148,9,0
434.4300725297053,498.5415577539661,474.79077611434144,46.80553506178234,0.58,1,0,0,0,362,58,0
500.3608228736471,514.3556039889091,507.0797931313854,6.9073226431651165,0.52,27,0,0,0,163,2,0
501.5116486724583,511.1559940750959,506.5356623641286,5.1402682877445045,0.58,21,0,0,0,176,8,0
502.83010553420354,522.3327923248004,512.844882497685,10.07703244152458,0.5,42,0,0,0,343,28,0
456.71732879946273,654.292835712543,510.7215617421295,53.20660097377333,0.36,43,0,0,0,272,12,0
501.0223707687773,519.663100107433,509.4165375222443,7.661003925872535,0.42,28,0,0,0,311,3,0
505.8755999501315,541.0382247217063,519.2745485349379,11.759227778934758,0.4,43,0,0,0,86,23,0
501.1377556174003,511.6880108294321,506.7501411656677,5.695431308035438,0.5,11,0,0,0,213,2,0
433.953348073248,507.7307905223304,463.34097681380297,29.079557316372075,0.48,16,1,0,0,338,42,0
495.0965072561636,946.3519251815096,599.6782243068546,12.398164214477504,0.3,0,0,0,0,206,8,0
501.83941003588507,531.6755477972971,515.9623620355515,13.343368197335169,0.46,44,0,0,0,374,28,0
416.3089550448181,1013.6771345541094,647.7764610706549,187.5595505357903,0.28,49,0,0,0,95,30,0
491.9512264215803,515.5371147940815,504.9063428541347,13.962652640758847,0.6,3,0,0,0,65,6,0
403.46273947903495,988.3761303332088,559.8457685216723,103.91280438651074,0.28,44,1,0,1,381,15,0
177.89018024882742,572.8081828963489,441.2624271587572,291.7438395753859,0.72,22,0,0,2,321,33,0
500.80827506215024,514.2733147088277,507.3519957439044,6.692068903860672,0.58,48,0,0,0,115,1,0
381.645997985178,478.91232693428464,424.9776259700352,39.19994616564151,0.48,13,0,0,0,299,25,0
413.3195801460006,976.0397939805885,561.7173672042942,93.2713313235576,0.28,46,0,0,1,419,22,0
500.1655728618554,512.0159150724647,507.01315040132414,7.265133090815027,0.54,33,0,0,0,57,4,0
522.7441792202708,576.9052331637935,552.2882107869018,32.284604193166615,0.54,48,0,0,0,58,21,0
36.72606666794,627.3684971397238,466.8158678493445,522.6592427968434,0.68,8,0,1,2,227,14,0
383.8082543133981,476.3921609743193,428.6935312185297,42.47675127775307,0.48,10,0,0,0,308,22,0
27.547798535775254,603.2325676523014,408.3980018066016,425.63169307781817,0.72,26,0,0,0,254,34,0
435.69319652631054,925.3630127483824,552.7700555309308,58.664344304997655,0.32,40,1,0,1,236,24,0
499.3169136550133,514.2923144207972,507.3679489846301,8.074749339295636,0.52,49,0,0,0,127,3,0
480.2066515332902,562.5739962663164,506.7239945310515,20.850849983995037,0.28,24,0,0,0,418,9,0
24.209868355828245,509.81987728049535,425.6697292929009,479.4603293156124,0.78,45,0,0,0,132,9,0
22.072132340257383,488.0802667527244,406.726858171553,436.331084834536,0.8,44,0,0,0,416,28,0
469.9306285459923,602.3366115456281,507.002189811666,37.096900256632864,0.5,35,0,0,3,239,6,0
252.12208729466064,552.3967652092609,482.7938514904905,248.4209716909677,0.72,13,0,1,2,9,23,0
500.2155305080725,519.3025965072343,507.8598460245001,7.0181608392383055,0.46,26,0,0,0,323,1,0
539.0850401065054,635.5026702603691,590.1619443617049,54.23246254089349,0.52,49,0,1,0,209,53,0
442.12530157724666,775.2382256588224,529.825472421667,60.79629276171477,0.32,38,1,0,1,29,22,0
495.5514982306691,934.8294637829846,594.7827532792538,14.137415265966013,0.3,11,0,0,0,261,11,0
460.6875170542204,506.6165889058681,489.59686229862814,35.25629540258001,0.62,4,0,0,0,247,27,0
384.7896481363738,1013.5935182985062,611.1814074687619,201.01323046842376,0.32,45,1,0,1,364,37,0
492.9250335969809,511.6010105915348,505.25311666314406,12.41037621009383,0.5,1,0,0,0,306,27,0
386.4338466203002,878.8158381687446,504.4363114712961,101.67437996853891,0.38,29,0,0,0,320,11,0
501.2477848708565,513.4689763785062,508.1771672674187,6.821972533370513,0.46,35,0,0,0,7,4,0
431.1696889382693,721.4664776792091,503.8046237931345,66.1318856008998,0.38,17,0,0,3,135,13,1
479.16872551269626,511.63384833108086,503.476306641702,26.2371155327636,0.66,5,0,0,0,424,6,0
397.2818204942912,476.7031159314943,432.9112725477609,34.07519446414267,0.48,11,0,0,0,382,19,0
446.24691538373736,795.2558080860789,593.8595601879995,119.97919459112212,0.24,1,0,1,0,226,26,0
399.0221392706305,861.2149482284069,493.414026812353,87.59071454553504,0.4,9,0,0,3,214,15,1
421.2124232545692,931.1359254949926,559.1346900801825,45.53564816407709,0.32,1,0,0,0,109,135,0
496.476065499211,780.8634625577234,560.5730037003339,9.715131513372796,0.3,16,0,0,0,208,5,0
501.8039571558377,789.4315405417526,540.9537031471498,5.851283779522646,0.16,9,0,0,0,338,6,0
452.68081548090765,739.541603745278,503.7489238917884,21.68034568431881,0.26,22,1,0,1,5,15,0
412.9999522649216,779.0895205753252,501.60367171889646,76.69223785452931,0.38,19,0,0,3,221,20,1
498.5721189449989,516.8454381718141,506.4911034577184,8.172618651626294,0.52,24,0,0,0,190,10,0
461.3052010504522,574.2195290824197,545.0261147791585,86.10126888643128,0.54,1,0,0,0,235,28,0
379.405737817232,851.3392144734279,471.1982892213345,39.81556310937748,0.26,26,1,0,0,286,20,0
501.6260108509311,511.3146739720781,507.6537812402892,6.161333737149505,0.5,41,0,0,0,85,3,0
374.281091888517,998.629871177765,497.66861730476455,45.421175285723336,0.28,23,1,0,1,356,44,0
213.5182403297524,515.9875249809409,448.707644922736,292.51488361966165,0.72,38,0,0,0,59,9,0
441.6744745971496,980.8399230106688,598.9559625030585,65.62361659336557,0.3,49,0,0,1,75,9,0
445.9429163882868,500.6216484331611,477.5103317374957,34.2241847930203,0.56,1,0,0,0,297,20,0
50.72484233393793,613.6389506462828,429.00569067725576,454.7657829422485,0.7,28,0,1,2,267,9,0
501.8958011157584,512.3404259463579,507.5903427333855,6.004836822409118,0.58,34,0,0,0,416,4,0
431.0043891885892,828.4391921470868,533.9416657918824,35.876784589845784,0.34,35,1,0,1,7,30,0
499.96939806880096,510.3282898699358,505.3410746031132,5.405214296338272,0.5,44,0,0,0,387,5,0
497.8799792233788,514.1358623296068,505.35253757136206,6.983358562207968,0.46,7,0,0,0,54,11,0
426.96157606363,903.2561954422766,532.8933494228629,30.9022496849185,0.3,34,1,0,1,10,37,0
443.3033037917823,921.308956918632,564.9771559340945,66.25978128518136,0.26,49,0,0,1,415,12,0
506.0952090030752,547.6185990545735,523.5775908472041,12.74911109417974,0.38,37,0,0,0,72,27,0
497.1496641188888,513.2981029097499,506.814235685331,9.472385428874816,0.46,48,0,0,0,285,4,0
20.025311177308648,585.0956827717774,349.5623982365313,368.99324025362927,0.74,32,0,0,0,322,24,0
213.8541692343726,587.5843295780055,472.5143545368681,292.8213651013428,0.68,16,0,1,2,12,14,0
488.0804676036054,512.4352416066433,503.2118897686136,16.62551443112642,0.6,2,0,0,0,105,18,0
138.9130326205479,623.5216314958874,533.5082875702668,447.7041527576535,0.74,1,0,1,2,342,17,0
48.65277794247065,606.7461714785184,427.8737421979643,457.1384471494808,0.7,28,0,0,2,143,10,0
32.711285426579416,592.7695550823576,453.35824085455926,444.9102789313662,0.72,16,0,0,0,128,119,0
389.0827309938289,475.2500501160187,426.0910087616731,35.18546485361691,0.48,11,0,0,0,181,26,0
113.35671269503932,592.5551550052191,478.8402489625154,428.7530885046769,0.76,5,0,0,3,40,19,1
531.8614442250799,897.8255250017761,607.878490191405,38.09632595441769,0.24,32,0,0,0,61,34,0
25.52439366908935,591.3157906231218,475.7713149379833,537.2315621621138,0.7,6,0,1,2,415,32,0
200.8516137959032,571.0828113355043,456.8475443824137,303.6473963874148,0.7,28,0,1,2,321,9,0
36.04377493251586,519.1807263030302,442.32863719566006,476.33527931310863,0.8,45,0,0,0,378,18,0
422.5280835465485,952.0071415726871,563.2708353509604,114.49357460111536,0.28,41,1,0,1,340,24,0
536.6091964820945,623.8770191271958,581.3530138949689,40.99246855439617,0.48,48,0,0,0,322,34,0
400.4181284832174,969.3681052008268,556.044032595595,104.389151033892,0.28,41,1,0,1,108,11,0
503.0771183072299,513.2543116826079,507.82065006049487,4.610544755613034,0.48,36,0,0,0,178,5,0
376.00955378466114,864.0108658620161,535.7552123702651,131.23944397494483,0.18,48,0,0,0,317,11,0
196.39200047617987,571.6909160482438,512.3270485525553,352.01954729848603,0.76,1,0,1,2,48,28,0
23.619220758747776,512.0960767527256,406.8258833882716,480.74378862693305,0.7,37,0,0,0,179,12,0
392.88313187425416,872.1755870278383,576.4150948699482,168.6771106792541,0.14,1,0,1,0,116,16,0
281.70746815093537,1013.5931984719678,627.8424506325654,325.7253277551548,0.24,1,0,1,2,364,31,0
478.032235115527,517.8956702626266,503.0076014904491,26.150663212516463,0.56,2,0,0,0,419,14,0
381.3435264055748,1013.5782610371052,549.7438273893396,40.05002657446278,0.34,32,1,0,1,362,48,0
386.9925924741064,951.386983504545,576.9421081538239,120.68610997275944,0.32,49,0,0,1,308,14,0
502.7492198490432,552.3967652092475,533.7183184773725,31.497076112403363,0.5,1,0,1,0,9,28,0
551.9065861342867,1013.1266294701172,655.2158137690948,55.28271763170392,0.24,49,0,0,0,383,20,0
177.89018024889484,555.4492764940853,428.88595126391806,269.26711831775617,0.84,47,0,0,0,321,28,0
502.6404506327353,511.6332926422847,506.828189207936,4.458924474181629,0.52,48,0,0,0,269,2,0
490.6389437780816,512.6471160966737,500.5462362257034,9.316014647909183,0.44,1,0,0,0,191,39,0
428.5656659051803,734.7286146160928,504.719014711726,73.69397688940836,0.46,29,0,0,3,177,7,0
426.3378252493092,493.5127482703958,464.2258857280464,43.62849931923421,0.54,2,0,0,0,62,38,0
449.230802712571,924.2946823620985,602.0086611955928,120.3205338224696,0.26,48,0,0,0,96,85,0
472.2595907184586,542.2572107843641,500.364896303824,30.419366631364312,0.6,7,0,0,3,291,12,1
183.41055996867829,559.486044480504,444.3304812574498,322.56356915402444,0.7,32,0,0,2,127,8,0
506.28365473472,527.4799435882261,516.3347936739334,8.76138478578116,0.44,34,0,0,0,445,1,0
394.39504063108456,493.3206157705975,452.0527150638256,56.582712025515264,0.48,1,0,0,0,191,29,0
458.242427162171,588.6783880905002,486.7896168253329,16.586119641424034,0.28,28,1,0,0,104,17,0
193.4713647330821,584.4928011114391,511.0522439136856,364.7161330665314,0.74,1,0,1,2,228,38,0
407.1211482321481,492.00014354253375,452.0093927001258,45.58608499905944,0.5,2,0,0,0,443,28,0
496.7885725783072,511.88224784943,505.74748891452384,9.06970989286708,0.5,45,0,0,0,181,9,0
23.578833545136547,635.5026702603498,458.82990363819874,552.0239188947264,0.66,8,0,1,2,209,48,0
449.4583688829396,679.3654960521113,518.8503281158582,59.72465198810056,0.12,49,0,0,0,194,3,0
502.4105734573239,517.5842391187282,508.9602518457973,6.142181831255584,0.48,47,0,0,0,390,1,0
432.195633470515,933.3726846067112,575.3077260942006,97.4642813547934,0.26,48,0,0,0,62,28,0
197.83188523076035,480.88303516833525,417.1966527781115,246.13098000546464,0.8,45,0,0,0,96,95,0
22.072132340257337,598.5480561901336,448.8816880315954,464.0018752799332,0.72,19,0,0,2,416,33,0
498.9291231105028,523.5932156320354,510.0585038555822,10.943177342078856,0.5,0,0,0,0,296,19,0
504.2178387723022,514.015598240429,508.4692970789615,3.941695615310664,0.4,22,0,0,0,359,1,0
385.1026047945295,944.9444591796296,549.8685539780548,90.33750564074536,0.34,37,1,0,1,164,14,0
501.4007361344917,513.8045197630195,508.1898872179888,6.822070040869221,0.5,49,0,0,0,292,0,0
184.8482002210322,567.8192169118659,467.1182518744063,312.80306250841204,0.74,23,0,0,0,55,28,0
186.95240833614545,499.22078942694566,444.5531227694887,290.94952623216466,0.82,46,0,0,0,29,32,0
433.12963434375,505.5087188892458,459.8625677172749,26.704213573116647,0.5,14,1,0,0,349,41,0
504.319944709644,805.3280274503106,562.3358878750213,4.981781306918606,0.24,4,0,0,0,92,7,0
37.58516216094704,622.7168034314109,468.0204543270016,537.1117411214127,0.68,8,0,1,2,288,15,0
482.1597233571157,818.6089833631015,608.7193205994956,86.2044838553087,0.28,49,0,0,0,117,32,0
240.8126768856404,614.4219501130534,543.2499299014544,336.1649814647204,0.76,1,0,1,2,251,41,0
461.7368446913312,734.5014005850034,522.5609698963639,33.369542203441426,0.3,40,1,0,1,9,9,0
354.0182719170629,873.3697708512027,492.28532992893895,123.94708518681688,0.32,11,0,0,3,337,15,1
432.2915714535711,722.6873326706284,504.5158021171766,61.72892335087158,0.36,23,0,0,3,169,9,1
202.3862772590206,588.493837143338,472.2337306389476,306.57207825125147,0.68,14,0,1,2,97,13,0
508.1555816863253,534.5176208422807,517.250263051469,7.36763874350703,0.38,34,0,0,0,98,29,0
387.7540454133829,1009.6138741180072,553.1861966346565,35.36121244442751,0.34,31,1,0,1,329,42,0
263.9678236020295,591.2709572407613,496.66444678557,279.82075418806403,0.66,13,0,0,2,115,173,0
396.3245965593955,1008.1372951996927,501.6969385106888,36.819993406847686,0.26,22,1,0,1,166,31,0
458.2424271621724,498.92612898578665,479.212608705532,21.01210252188565,0.5,8,0,0,0,104,21,0
408.3702203584575,1013.4302682313426,557.4744537984129,98.44104071665544,0.3,43,1,0,1,254,24,0
190.8213856305772,581.1863561884908,432.6571269022425,278.63290973971834,0.7,27,0,0,0,236,34,0
205.2497106422264,629.9082878514917,549.7904569902422,383.4907593949355,0.76,1,0,1,0,178,26,0
399.71413015768,496.6908383801867,456.6992698243391,63.27623364689629,0.56,2,0,0,0,74,48,0
172.07229739462772,566.1607894065415,443.5986082975962,328.26228897733154,0.72,31,0,0,2,355,9,0
506.4317367229373,638.920328079873,590.0226967953785,81.91364250356042,0.5,1,0,1,0,187,44,0
33.658532720727706,626.9076756691442,447.5842527306704,476.1640626236836,0.7,23,0,1,2,84,10,0
502.50399011571295,782.5052809623323,554.5962886637303,8.590939894489509,0.24,21,0,0,0,69,5,0
494.7420779063019,1013.451177227978,641.5138074959016,93.92138897306096,0.24,49,0,0,0,408,22,0
518.6583745208329,606.3059452117291,550.3740406167329,27.143581203622148,0.42,46,0,0,0,187,49,0
497.6150737598967,567.9955145284384,519.9122167214632,19.188697211294027,0.44,46,0,0,0,392,16,0
19.92155171348117,555.3558157019839,399.2741725425696,487.37765580927766,0.74,42,0,0,0,426,8,0
498.666838934366,514.3635595694037,506.0720671891569,7.362465117460317,0.48,6,0,0,0,119,2,0
492.7328635723539,518.721357890724,508.9182866642418,17.569080974770884,0.68,14,0,0,0,433,2,0
394.82212849006686,473.1044583838263,431.4404727551961,30.43057038421074,0.46,12,0,0,0,125,41,0
435.5344826647064,793.5083046017339,554.0600014638134,69.14222640210016,0.3,49,1,0,1,126,9,0
412.90539376027954,746.4948510398891,501.1939166659008,82.5360145745559,0.48,27,0,0,3,249,8,1
431.8896928912045,498.2755781820102,470.2272306931463,42.09515925663436,0.62,4,0,0,0,136,20,0
501.8769373125255,513.9272460957749,508.2893177467335,6.460912348553791,0.52,24,0,0,0,427,2,0
503.18937262644033,970.8580428948846,603.2872939160291,6.241708889080428,0.3,14,0,0,0,118,8,0
448.337270545572,512.3469624882046,497.6038943343802,54.139104670839856,0.74,18,0,0,0,432,8,0
19.90105962595567,474.7571690234622,383.5397877875041,428.24575785254905,0.76,41,0,0,0,446,29,0
427.5900384341992,805.3280274503019,528.7961907271264,29.177940278307005,0.34,30,1,0,1,92,14,0
499.358434246609,536.2910404737128,508.2653064690032,5.450367143640165,0.26,17,0,0,0,309,0,0
50.76687161356756,577.4654110136323,425.3856055618032,397.6567064738509,0.74,20,0,0,2,115,111,0
421.2091545753277,964.1224150700056,586.3710541619336,85.2515010013015,0.28,49,0,0,1,170,15,0
414.5626629798657,866.7994573575407,505.644989217782,69.29406048403172,0.4,28,0,0,3,153,11,0
513.8084179574558,577.4701716464757,536.9971852090882,17.267732580717052,0.42,46,0,0,0,178,59,0
418.7688130937476,735.7268194527657,480.6921466670844,35.274291875807364,0.24,27,1,0,1,79,23,0
390.080918705006,616.4371777059395,548.7411525043472,167.92730808255834,0.64,1,0,1,2,73,103,0
255.96060797715023,578.5978463754849,485.9718099180489,294.4981472785896,0.66,8,0,1,2,68,13,0
470.0360665344888,749.8826763222963,516.683923492516,11.817709862324932,0.28,31,1,0,1,147,23,0
388.72728465064665,920.1879170959684,488.856482743011,42.57932628353956,0.26,25,1,0,1,154,20,0
192.8347143984188,585.8903137559546,456.1910457959861,313.46657270949083,0.7,28,0,0,2,3,13,0
473.4128054890653,602.3366115456281,512.0186834042158,34.55866931710813,0.16,49,0,0,0,239,3,0
517.643888448075,612.5256775622315,551.8341531131732,24.56074980249525,0.4,46,0,0,0,324,29,0
344.73599464571635,733.0162273783463,483.4925819244924,109.33154279471024,0.26,49,1,0,0,115,53,0
243.61625599470045,575.6555789349919,488.6573268863505,306.72650824227145,0.68,7,0,1,2,14,19,0
440.3019593615456,780.1303490795461,571.3615156107066,98.60941905363649,0.3,49,0,0,0,159,39,0
19.85302039531274,624.8755326505302,416.5122780587515,440.1590634265095,0.74,28,0,0,0,395,32,0
38.71845549722868,624.5037496726645,487.3422807879506,546.4049473569771,0.7,2,0,1,2,264,16,0
424.1978967185343,829.6557816461185,504.3805840707009,59.06556497323129,0.18,23,0,0,3,294,13,1
506.3063809887266,631.5936784765645,589.0912493596442,87.3906316535057,0.52,1,0,1,0,324,24,0
383.4536800416743,515.2655100032646,477.6851092815025,110.10315825056456,0.66,1,0,0,3,316,17,1
63.21125860928898,1013.6759163777084,590.6257913017903,535.5693842441043,0.62,1,0,1,2,90,27,0
511.4476046307668,577.3822473950381,537.9043556955828,26.480495909940828,0.5,49,0,0,0,236,46,0
497.7398744405938,549.2444925097142,509.093440621902,7.320878552308955,0.24,36,0,0,0,384,1,0
195.27798069151265,596.937822316212,513.819365326484,363.70564254654187,0.74,1,0,1,2,147,35,0
500.9896864558863,513.1961035070777,507.4988556022207,6.310381695670742,0.48,38,0,0,0,286,0,0
188.2205225842785,554.041941893942,452.3625311371216,316.9353490122607,0.72,30,0,0,2,207,9,0
381.3849579702879,981.0392410189688,501.220455824567,40.81550918224008,0.28,31,1,0,0,125,15,0
419.5952416667823,936.0774731458145,589.4682560918311,89.3137090042884,0.32,49,0,0,1,275,10,0
434.6851163186621,586.8982220432907,468.5237517966642,25.710541705317095,0.36,17,1,0,1,73,115,0
500.50976653353473,515.2309309190249,507.4641879487655,6.557096539230201,0.48,13,0,0,0,39,4,0
503.1219002932372,514.5631384457117,506.9475409217145,3.356828521901491,0.42,42,0,0,0,180,3,0
499.417308373694,847.5240244513968,552.988350146838,8.81902529660772,0.24,31,0,0,0,195,9,0
446.42722381515154,700.8690737498541,519.790227451699,60.270794181658914,0.14,49,0,0,0,149,3,0
186.2939736218172,501.776082618076,408.9389677754032,261.5768009173199,0.76,38,0,0,0,313,29,0
413.1573979070197,1012.787379366316,638.5374355900584,173.33600030651155,0.24,49,0,0,1,161,23,0
24.62169258245924,640.2311002533389,452.1504238463528,482.261170849406,0.66,15,0,1,2,161,13,0
199.4154434016326,606.6073846657779,541.3441217976878,373.8690752850747,0.78,1,0,1,2,254,40,0
535.9541040104917,624.7682413166591,586.1600897849362,52.78962875215416,0.52,0,0,1,2,166,55,0
501.82313979853205,516.4052504214867,509.03706304629645,7.000007568444232,0.44,49,1,0,0,443,0,0
19.992654644989177,619.0286345781946,410.2646027443647,407.429346236733,0.64,20,0,1,2,329,26,0
508.1703290836109,547.4764194811819,521.6130059721193,9.543080390874708,0.38,48,0,0,0,112,33,0
