,min,max,mean,sd,median,max_median_distance,min_median_distance,proportion_above_mean,min_index,max_index,crossings,proportion_increasing,previous_L,previous_R,label
106,505.98310072430655,505.98310072430655,505.98310072430655,0.0,505.98310072430655,0.0,0.0,0.0,0,0,0,0.0,0,0,0
107,509.1907743092992,509.1907743092992,509.1907743092992,0.0,509.1907743092992,0.0,0.0,0.0,0,0,0,0.0,0,0,0
108,493.4137605367477,493.4137605367477,493.4137605367477,0.0,493.4137605367477,0.0,0.0,0.0,0,0,0,0.0,0,0,0
109,473.6344681790986,473.6344681790986,473.6344681790986,0.0,473.6344681790986,0.0,0.0,0.0,0,0,0,0.0,0,0,0
110,489.7511723917873,489.7511723917873,489.7511723917873,0.0,489.7511723917873,0.0,0.0,0.0,0,0,0,0.0,0,0,0
111,512.938289059147,512.938289059147,512.938289059147,0.0,512.938289059147,0.0,0.0,0.0,0,0,0,0.0,0,0,0
112,537.7358002588,537.7358002588,537.7358002588,0.0,537.7358002588,0.0,0.0,0.0,0,0,0,0.0,0,1,2
113,513.6295310796623,513.6295310796623,513.6295310796623,0.0,513.6295310796623,0.0,0.0,0.0,0,0,0,0.0,1,0,1
114,509.5216686761802,509.5216686761802,509.5216686761802,0.0,509.5216686761802,0.0,0.0,0.0,0,0,0,0.0,0,0,0
115,497.0415578802949,497.0415578802949,497.0415578802949,0.0,497.0415578802949,0.0,0.0,0.0,0,0,0,0.0,0,1,2
116,499.1475967518732,499.1475967518732,499.1475967518732,0.0,499.1475967518732,0.0,0.0,0.0,0,0,0,0.0,0,0,0
117,415.2603474347847,415.2603474347847,415.2603474347847,0.0,415.2603474347847,0.0,0.0,0.0,0,0,0,0.0,0,0,2
118,489.2234549960359,489.2234549960359,489.2234549960359,0.0,489.2234549960359,0.0,0.0,0.0,0,0,0,0.0,0,1,2
119,466.0511097226561,466.0511097226561,466.0511097226561,0.0,466.0511097226561,0.0,0.0,0.0,0,0,0,0.0,0,0,0
120,516.4850842406479,516.4850842406479,516.4850842406479,0.0,516.4850842406479,0.0,0.0,0.0,0,0,0,0.0,0,0,0
121,516.1968026676634,516.1968026676634,516.1968026676634,0.0,516.1968026676634,0.0,0.0,0.0,0,0,0,0.0,0,0,0
122,507.2905254722024,507.2905254722024,507.2905254722024,0.0,507.2905254722024,0.0,0.0,0.0,0,0,0,0.0,0,0,0
123,508.8360378658701,508.8360378658701,508.8360378658701,0.0,508.8360378658701,0.0,0.0,0.0,0,0,0,0.0,0,0,0
124,504.9641137624933,504.9641137624933,504.9641137624933,0.0,504.9641137624933,0.0,0.0,0.0,0,0,0,0.0,0,1,2
125,438.4952763425394,438.4952763425394,438.4952763425394,0.0,438.4952763425394,0.0,0.0,0.0,0,0,0,0.0,0,0,0
126,514.7726907709949,514.7726907709949,514.7726907709949,0.0,514.7726907709949,0.0,0.0,0.0,0,0,0,0.0,0,0,0
127,501.6692688319199,501.6692688319199,501.6692688319199,0.0,501.6692688319199,0.0,0.0,0.0,0,0,0,0.0,1,0,1
128,509.1085311236532,509.1085311236532,509.1085311236532,0.0,509.1085311236532,0.0,0.0,0.0,0,0,0,0.0,0,0,0
129,500.9655914438534,500.9655914438534,500.9655914438534,0.0,500.9655914438534,0.0,0.0,0.0,0,0,0,0.0,0,0,0
130,479.7358864115825,479.7358864115825,479.7358864115825,0.0,479.7358864115825,0.0,0.0,0.0,0,0,0,0.0,0,0,0
131,516.0072704356588,516.0072704356588,516.0072704356588,0.0,516.0072704356588,0.0,0.0,0.0,0,0,0,0.0,0,1,2
132,499.7112308780787,499.7112308780787,499.7112308780787,0.0,499.7112308780787,0.0,0.0,0.0,0,0,0,0.0,0,1,2
133,488.3041542827416,488.3041542827416,488.3041542827416,0.0,488.3041542827416,0.0,0.0,0.0,0,0,0,0.0,0,1,2
134,513.7782757705813,513.7782757705813,513.7782757705813,0.0,513.7782757705813,0.0,0.0,0.0,0,0,0,0.0,0,0,0
135,502.2163815606485,502.2163815606485,502.2163815606485,0.0,502.2163815606485,0.0,0.0,0.0,0,0,0,0.0,0,0,0
136,501.9113837212937,501.9113837212937,501.9113837212937,0.0,501.9113837212937,0.0,0.0,0.0,0,0,0,0.0,0,0,0
137,534.5105655062796,534.5105655062796,534.5105655062796,0.0,534.5105655062796,0.0,0.0,0.0,0,0,0,0.0,0,0,0
138,514.1624771679594,514.1624771679594,514.1624771679594,0.0,514.1624771679594,0.0,0.0,0.0,0,0,0,0.0,0,1,2
139,523.7205625800459,523.7205625800459,523.7205625800459,0.0,523.7205625800459,0.0,0.0,0.0,0,0,0,0.0,1,0,1
140,491.9056543280355,491.9056543280355,491.9056543280355,0.0,491.9056543280355,0.0,0.0,0.0,0,0,0,0.0,1,0,1
141,509.7336505494098,509.7336505494098,509.7336505494098,0.0,509.7336505494098,0.0,0.0,0.0,0,0,0,0.0,0,0,1
142,465.3915996945879,465.3915996945879,465.3915996945879,0.0,465.3915996945879,0.0,0.0,0.0,0,0,0,0.0,0,0,0
143,467.5258888646693,467.5258888646693,467.5258888646693,0.0,467.5258888646693,0.0,0.0,0.0,0,0,0,0.0,0,0,0
144,495.9264380728917,495.9264380728917,495.9264380728917,0.0,495.9264380728917,0.0,0.0,0.0,0,0,0,0.0,0,0,0
145,495.61392407240805,495.61392407240805,495.61392407240805,0.0,495.61392407240805,0.0,0.0,0.0,0,0,0,0.0,0,1,2
146,515.0905246575678,515.0905246575678,515.0905246575678,0.0,515.0905246575678,0.0,0.0,0.0,0,0,0,0.0,0,1,2
147,517.3472713440704,517.3472713440704,517.3472713440704,0.0,517.3472713440704,0.0,0.0,0.0,0,0,0,0.0,0,1,2
148,509.2713095748872,509.2713095748872,509.2713095748872,0.0,509.2713095748872,0.0,0.0,0.0,0,0,0,0.0,0,0,0
149,508.73552956408565,508.73552956408565,508.73552956408565,0.0,508.73552956408565,0.0,0.0,0.0,0,0,0,0.0,0,0,0
150,434.5932301131179,434.5932301131179,434.5932301131179,0.0,434.5932301131179,0.0,0.0,0.0,0,0,0,0.0,0,0,0
151,533.0894007670734,533.0894007670734,533.0894007670734,0.0,533.0894007670734,0.0,0.0,0.0,0,0,0,0.0,0,0,0
152,480.648345059962,480.648345059962,480.648345059962,0.0,480.648345059962,0.0,0.0,0.0,0,0,0,0.0,0,0,2
153,462.8177016216753,462.8177016216753,462.8177016216753,0.0,462.8177016216753,0.0,0.0,0.0,0,0,0,0.0,0,0,0
154,512.4532564583383,512.4532564583383,512.4532564583383,0.0,512.4532564583383,0.0,0.0,0.0,0,0,0,0.0,0,0,0
155,498.87880089461805,498.87880089461805,498.87880089461805,0.0,498.87880089461805,0.0,0.0,0.0,0,0,0,0.0,1,0,1
156,506.5707921118038,506.5707921118038,506.5707921118038,0.0,506.5707921118038,0.0,0.0,0.0,0,0,0,0.0,0,1,0
157,495.7849211532739,495.7849211532739,495.7849211532739,0.0,495.7849211532739,0.0,0.0,0.0,0,0,0,0.0,1,0,1
158,551.8377328123273,551.8377328123273,551.8377328123273,0.0,551.8377328123273,0.0,0.0,0.0,0,0,0,0.0,0,0,0
159,469.5812272694167,469.5812272694167,469.5812272694167,0.0,469.5812272694167,0.0,0.0,0.0,0,0,0,0.0,0,0,0
160,494.0388574431306,494.0388574431306,494.0388574431306,0.0,494.0388574431306,0.0,0.0,0.0,0,0,0,0.0,0,0,0
161,519.8312385539983,519.8312385539983,519.8312385539983,0.0,519.8312385539983,0.0,0.0,0.0,0,0,0,0.0,1,0,1
162,511.9947293380986,511.9947293380986,511.9947293380986,0.0,511.9947293380986,0.0,0.0,0.0,0,0,0,0.0,0,1,2
163,456.26298911522713,456.26298911522713,456.26298911522713,0.0,456.26298911522713,0.0,0.0,0.0,0,0,0,0.0,1,0,1
164,510.1599990634501,510.1599990634501,510.1599990634501,0.0,510.1599990634501,0.0,0.0,0.0,0,0,0,0.0,0,0,2
165,502.87579426182407,502.87579426182407,502.87579426182407,0.0,502.87579426182407,0.0,0.0,0.0,0,0,0,0.0,0,0,0
166,557.2754305081288,557.2754305081288,557.2754305081288,0.0,557.2754305081288,0.0,0.0,0.0,0,0,0,0.0,0,0,0
167,501.9027666635818,501.9027666635818,501.9027666635818,0.0,501.9027666635818,0.0,0.0,0.0,0,0,0,0.0,0,0,0
168,512.5604632433303,512.5604632433303,512.5604632433303,0.0,512.5604632433303,0.0,0.0,0.0,0,0,0,0.0,0,0,0
169,507.4454967361038,507.4454967361038,507.4454967361038,0.0,507.4454967361038,0.0,0.0,0.0,0,0,0,0.0,0,0,0
170,526.5388809347695,526.5388809347695,526.5388809347695,0.0,526.5388809347695,0.0,0.0,0.0,0,0,0,0.0,0,1,2
171,515.4461640605664,515.4461640605664,515.4461640605664,0.0,515.4461640605664,0.0,0.0,0.0,0,0,0,0.0,1,0,1
172,538.4907363657485,538.4907363657485,538.4907363657485,0.0,538.4907363657485,0.0,0.0,0.0,0,0,0,0.0,0,0,0
173,501.1947184251763,501.1947184251763,501.1947184251763,0.0,501.1947184251763,0.0,0.0,0.0,0,0,0,0.0,0,0,0
174,542.7035708572379,542.7035708572379,542.7035708572379,0.0,542.7035708572379,0.0,0.0,0.0,0,0,0,0.0,0,0,0
175,504.7824680078182,504.7824680078182,504.7824680078182,0.0,504.7824680078182,0.0,0.0,0.0,0,0,0,0.0,0,0,0
176,502.90683026221984,502.90683026221984,502.90683026221984,0.0,502.90683026221984,0.0,0.0,0.0,0,0,0,0.0,0,0,0
177,511.65679744611487,511.65679744611487,511.65679744611487,0.0,511.65679744611487,0.0,0.0,0.0,0,0,0,0.0,0,0,0
178,558.6236637535872,558.6236637535872,558.6236637535872,0.0,558.6236637535872,0.0,0.0,0.0,0,0,0,0.0,0,0,0
179,506.6564311693956,506.6564311693956,506.6564311693956,0.0,506.6564311693956,0.0,0.0,0.0,0,0,0,0.0,1,0,1
180,544.5705220716202,544.5705220716202,544.5705220716202,0.0,544.5705220716202,0.0,0.0,0.0,0,0,0,0.0,1,0,1
181,509.1948492910012,509.1948492910012,509.1948492910012,0.0,509.1948492910012,0.0,0.0,0.0,0,0,0,0.0,0,0,0
182,518.7693635660478,518.7693635660478,518.7693635660478,0.0,518.7693635660478,0.0,0.0,0.0,0,0,0,0.0,0,0,0
183,508.666988881748,508.666988881748,508.666988881748,0.0,508.666988881748,0.0,0.0,0.0,0,0,0,0.0,0,0,0
184,508.7464816071251,508.7464816071251,508.7464816071251,0.0,508.7464816071251,0.0,0.0,0.0,0,0,0,0.0,0,0,0
185,514.5752641205312,514.5752641205312,514.5752641205312,0.0,514.5752641205312,0.0,0.0,0.0,0,0,0,0.0,0,0,0
186,523.9985776951436,523.9985776951436,523.9985776951436,0.0,523.9985776951436,0.0,0.0,0.0,0,0,0,0.0,0,0,0
187,504.74819800271774,504.74819800271774,504.74819800271774,0.0,504.74819800271774,0.0,0.0,0.0,0,0,0,0.0,0,0,0
188,495.6542714706352,495.6542714706352,495.6542714706352,0.0,495.6542714706352,0.0,0.0,0.0,0,0,0,0.0,0,0,0
189,523.7436775476004,523.7436775476004,523.7436775476004,0.0,523.7436775476004,0.0,0.0,0.0,0,0,0,0.0,0,0,0
190,522.7103159647172,522.7103159647172,522.7103159647172,0.0,522.7103159647172,0.0,0.0,0.0,0,0,0,0.0,0,0,0
191,505.2305819714886,505.2305819714886,505.2305819714886,0.0,505.2305819714886,0.0,0.0,0.0,0,0,0,0.0,0,0,0
192,510.4261330671021,510.4261330671021,510.4261330671021,0.0,510.4261330671021,0.0,0.0,0.0,0,0,0,0.0,0,0,0
193,508.525763675508,508.525763675508,508.525763675508,0.0,508.525763675508,0.0,0.0,0.0,0,0,0,0.0,0,0,0
194,504.5615262713573,504.5615262713573,504.5615262713573,0.0,504.5615262713573,0.0,0.0,0.0,0,0,0,0.0,0,0,0
195,500.6283210524154,500.6283210524154,500.6283210524154,0.0,500.6283210524154,0.0,0.0,0.0,0,0,0,0.0,0,0,0
196,494.97199918663455,494.97199918663455,494.97199918663455,0.0,494.97199918663455,0.0,0.0,0.0,0,0,0,0.0,0,0,0
197,510.4968643331056,510.4968643331056,510.4968643331056,0.0,510.4968643331056,0.0,0.0,0.0,0,0,0,0.0,0,0,0
198,541.2626875131549,541.2626875131549,541.2626875131549,0.0,541.2626875131549,0.0,0.0,0.0,0,0,0,0.0,0,0,0
199,494.2511200900181,494.2511200900181,494.2511200900181,0.0,494.2511200900181,0.0,0.0,0.0,0,0,0,0.0,0,0,0
200,505.08597521979664,505.08597521979664,505.08597521979664,0.0,505.08597521979664,0.0,0.0,0.0,0,0,0,0.0,0,0,0
201,520.0245475134063,520.0245475134063,520.0245475134063,0.0,520.0245475134063,0.0,0.0,0.0,0,0,0,0.0,1,0,1
202,495.9645873538828,495.9645873538828,495.9645873538828,0.0,495.9645873538828,0.0,0.0,0.0,0,0,0,0.0,0,1,2
203,498.2586097012749,498.2586097012749,498.2586097012749,0.0,498.2586097012749,0.0,0.0,0.0,0,0,0,0.0,1,0,1
204,495.01193007136754,495.01193007136754,495.01193007136754,0.0,495.01193007136754,0.0,0.0,0.0,0,0,0,0.0,0,1,2
205,513.1255004507038,513.1255004507038,513.1255004507038,0.0,513.1255004507038,0.0,0.0,0.0,0,0,0,0.0,0,0,0
206,493.6025774293124,493.6025774293124,493.6025774293124,0.0,493.6025774293124,0.0,0.0,0.0,0,0,0,0.0,1,0,1
207,518.5057723805355,518.5057723805355,518.5057723805355,0.0,518.5057723805355,0.0,0.0,0.0,0,0,0,0.0,0,0,0
208,521.5917670002262,521.5917670002262,521.5917670002262,0.0,521.5917670002262,0.0,0.0,0.0,0,0,0,0.0,0,0,0
