sd,max_median_distance,min_median_distance,min_index,max_index,previous_L,previous_R,previous_B,label,file_num,index
75.0341349245616,46.94190345874142,282.6070690203427,12,23,0,0,1,3,485,12
2.3369632154127524,5.016281290455368,5.270064496724217,0,24,0,0,0,0,306,7
62.53696817176269,206.63075341194804,74.52384816757927,1,44,0,1,0,0,289,27
102.7486530021106,319.8855013747192,103.11414447030506,15,6,0,0,1,3,157,13
98.4440453079704,17.24252741113486,300.4090723541853,35,0,0,0,0,0,204,6
30.908901391650254,119.49279571464064,20.59367058249677,15,1,1,0,0,1,331,37
30.00457525444527,31.19102944517056,135.7814118976221,26,32,0,0,0,0,595,7
3.1117294097001658,4.753070694060057,7.013073619699469,18,21,0,0,0,0,497,6
100.86792757414612,58.46528066068152,298.8432967731031,36,49,0,0,0,0,340,34
181.5460855222235,454.7386713634005,127.948960621129,46,17,1,0,0,1,286,16
109.58057658556734,274.52023940309243,79.26904136897377,48,17,1,0,0,1,304,12
181.49460141095005,95.5298481318141,473.68937248560775,11,41,0,1,0,2,213,18
5.596330578967108,8.612606081517185,15.13699422105799,1,48,0,0,0,0,502,28
32.30661938353897,37.17779055996914,129.81675135498637,8,15,0,0,1,3,611,10
2.6315472229109207,6.371181566345683,5.278319914732208,37,20,0,0,0,0,370,4
3.26074673290854,5.9505003059848605,6.670541422185124,16,40,0,0,0,0,272,5
17.57781532473972,20.40988942008687,60.5495290308512,14,0,0,0,0,0,404,12
170.93272402464308,582.9035135071957,40.2407905777863,27,2,1,0,0,1,202,28
117.67958117487156,30.74868517047514,448.4534897652628,48,40,0,0,0,0,431,27
115.35932983314088,108.80736343565876,321.3283183490529,21,46,0,0,0,2,39,26
73.87310342982471,141.55240125048635,278.4778976544076,49,1,1,0,0,0,48,18
29.486374441955416,5.030647652823063,165.92517857904727,49,5,0,0,0,0,342,6
124.80433839485796,29.3848376776366,355.1841526107776,6,31,0,1,0,2,70,14
55.37410025782856,198.0572739058166,61.21967713133671,22,13,0,0,1,3,80,11
167.79870403794357,481.9020514281774,47.56200336445761,49,34,0,0,0,0,372,47
142.16950227117786,7.715352791161649,424.6202709249141,42,2,0,0,0,0,240,7
26.35322622720382,80.9076887469123,15.25940347306539,43,1,0,0,1,3,602,13
100.21406759855948,290.5030248473922,60.93304974153307,49,24,1,0,0,1,47,12
200.13845026918875,585.3080300430918,46.982888319801305,31,2,1,0,0,1,109,91
96.31090350718851,279.0069713431245,23.65624415595238,7,43,0,0,0,0,289,7
115.040516025932,321.41707623450964,28.083900191594807,32,5,1,0,0,1,128,109
12.982015117882542,11.016094327985115,44.36859182743973,1,46,0,0,0,0,94,19
92.90834114282428,8.648157712839293,302.6619364690227,47,28,0,0,0,0,36,3
174.46248096774738,462.6040806604436,117.51502029869528,46,20,1,0,0,1,258,14
2.779163700692626,4.66085630774694,4.506247800501967,26,19,0,0,0,0,23,9
53.74433661439238,206.69996061950584,52.561171193186,15,6,0,0,1,3,173,10
16.163350027778833,20.796997282361417,36.079742014129806,49,7,0,0,0,0,7,20
125.1245583302081,5.220844803011175,453.9798057801194,48,2,0,0,0,0,146,4
9.318663974072033,14.018269444630164,35.310183118347084,0,14,0,0,1,3,505,23
14.467659320402388,34.00621485123611,16.70413740407787,49,1,0,0,0,0,10,27
2.225541415492499,6.179372058475792,4.167765447203067,23,12,0,0,0,0,502,38
15.413727404911585,14.117666887049497,52.98130281838809,1,28,0,0,1,3,523,15
3.19311852399637,8.221070728505651,6.965130026171664,7,19,0,0,0,0,579,1
80.9769691335755,25.915189151798074,232.4619137580232,37,30,0,0,0,0,21,7
108.17430129408928,78.7100382102775,289.8712085179785,25,48,0,1,0,2,131,12
143.15983935646466,84.57786833045702,429.17192660969073,12,42,0,1,0,2,117,24
94.133823115708,265.5434806734784,36.10290667949255,38,12,1,0,0,1,38,14
69.31979828446455,242.2031312094158,77.0187399066208,32,23,0,0,0,3,134,10
180.35930500024952,395.87874661084726,368.0074237032483,45,1,1,0,0,0,95,16
4.449931205175857,9.79579505542165,7.745881335381682,39,15,0,0,0,0,151,0
75.25840477605969,28.35302158116121,269.51811680155646,1,23,0,1,0,2,287,39
4.456513331537419,7.061119786868403,11.501802378514355,24,38,0,0,0,0,198,0
3.942149634315608,11.954863340541465,4.723265824584132,20,30,0,1,0,0,34,0
105.74042964994652,10.334996841745124,319.2774288354217,37,0,0,0,0,0,340,8
3.757931390594529,6.511328787149125,8.947904900411174,49,12,0,0,0,0,355,2
150.49453637912623,8.166168570751779,464.2078885740009,38,31,0,0,0,0,389,8
46.55797239194398,239.37542889645212,10.05265849769762,32,49,0,0,0,0,257,3
17.88994639123164,28.63255445437062,27.69099717946688,12,49,1,0,0,0,11,38
2.1708775386770367,4.326471126730496,4.235983870675511,8,16,0,0,0,0,367,0
86.40662692066675,262.4071606241869,50.33338459852325,1,45,0,1,0,0,263,29
187.08206692682452,524.2516824665996,76.03120443323229,37,10,1,0,0,1,390,23
2.5212429278790696,5.449126752898451,5.418672229293634,17,3,0,0,0,0,142,22
5.885062577681235,7.169122131554673,19.00709989006731,29,41,0,0,0,0,265,1
19.916811653940584,18.68407157993107,43.423087888735154,7,48,0,0,1,3,497,38
117.18058153564188,283.8537055957544,78.24081456398739,44,13,1,0,0,1,115,17
39.56932438058272,10.994330929140062,199.52725999436316,49,14,0,0,0,0,13,5
98.09468643049853,272.9407242599141,65.65732282196655,42,20,1,0,0,1,148,9
8.869886432467084,5.149774305641984,40.27142420268859,47,16,0,0,0,0,582,3
17.93987127106738,17.305950162478496,46.80553506178234,1,46,0,0,0,0,362,58
10.084819999421113,11.89672051828461,42.63113202968879,7,13,0,0,1,3,582,11
2.733198104649641,7.087458472096898,6.9073226431651165,27,1,0,0,0,0,163,2
9.773103302374896,23.945965354256828,9.132189005168923,34,1,0,0,0,0,501,34
79.22388486651396,7.291368061608182,313.4194331587544,48,28,0,0,0,0,480,2
25.40110690051127,51.27452673223058,78.69847513250716,36,41,0,0,0,0,495,8
6.440028434826251,37.21756223532253,7.4647076050375745,36,49,0,0,0,0,449,2
2.4651265688754886,4.504077114893107,5.1402682877445045,21,14,0,0,0,0,176,8
4.984269911426883,9.42565434907226,10.07703244152458,42,14,0,0,0,0,343,28
37.22227001639267,144.36890593930696,53.20660097377333,43,39,0,0,0,0,272,12
4.131387740036252,10.979725412783182,7.661003925872535,28,47,0,0,0,0,311,3
8.741905459255868,23.40339699264007,11.759227778934758,43,1,0,0,0,0,86,23
2.0052054544934186,4.854823903996362,5.695431308035438,11,1,0,0,0,0,213,2
19.494328897169304,44.697885132710326,29.079557316372075,16,1,1,0,0,0,338,42
148.41640199357684,438.8572537108685,12.398164214477504,0,35,0,0,0,0,206,8
6.446998828003398,16.492769564076866,13.343368197335169,44,6,0,0,0,0,374,28
164.07254249203214,409.8086289735011,187.5595505357903,49,28,0,0,0,0,95,30
5.097895470605184,9.62323573174234,13.962652640758847,3,37,0,0,0,0,65,6
161.0849145756898,481.0005864676632,103.91280438651074,44,21,1,0,0,1,381,15
112.71431798258246,103.17416307213556,291.7438395753859,22,46,0,0,0,2,321,33
3.2841537434555472,6.772970742816767,6.692068903860672,48,3,0,0,0,0,115,1
30.31256278421861,58.06638278346514,39.19994616564151,13,0,0,0,0,0,299,25
7.469545428993159,11.441123462303151,25.45563901861931,15,23,0,0,1,3,578,10
17.15380156148959,39.69001849013421,11.24468229873662,42,9,0,0,0,0,503,11
153.1187002952025,469.4488825110303,93.2713313235576,46,24,0,0,0,1,419,22
3.2769808903727484,4.5852091197942855,7.265133090815027,33,40,0,0,0,0,57,4
16.73425962631652,21.876449750356077,32.284604193166615,48,12,0,0,0,0,58,21
2.782356919054501,8.424062816118749,7.528821170444701,40,10,0,0,0,0,510,12
190.99500140928663,67.98318767494038,522.6592427968434,8,36,0,1,0,2,227,14
29.702166857500053,50.10715538316816,42.47675127775307,10,49,0,0,0,0,308,22
32.29367348499334,38.62369231304933,128.37084960193238,23,30,0,0,0,3,611,7
160.6890246321482,150.053076038708,425.63169307781817,26,49,0,0,0,0,254,34
142.0666518216984,431.0054719170742,58.664344304997655,40,12,1,0,0,1,236,24
3.8673024985902287,6.900651426488253,8.074749339295636,49,32,0,0,0,0,127,3
17.906743786937973,61.51649474903115,20.850849983995037,24,1,0,0,0,0,418,9
159.7296372747722,6.149679609054715,479.4603293156124,45,31,0,0,0,0,132,9
128.73758088888053,29.677049577931086,436.331084834536,44,33,0,0,0,0,416,28
28.806113540918524,95.30908274300292,37.096900256632864,35,25,0,0,0,3,239,6
2.611462976495022,6.169978306527924,4.484729541330353,34,5,0,0,0,0,609,1
79.88085342967594,51.85370622363263,248.4209716909677,13,39,0,1,0,2,9,23
4.776197190387881,12.068905159923474,7.0181608392383055,26,12,0,0,0,0,323,1
33.693029476700204,42.18516761297019,54.23246254089349,49,10,0,1,0,0,209,53
99.92346669190852,272.316631319861,60.79629276171477,38,15,1,0,0,1,29,22
144.52645362541674,425.1405502863495,14.137415265966013,11,39,0,0,0,0,261,11
13.844130626190047,10.672776449067726,35.25629540258001,4,32,0,0,0,0,247,27
38.07161484338956,154.116751960373,50.52488720009456,44,37,0,0,0,0,526,7
206.01601901996787,427.7906396937086,201.01323046842376,45,18,1,0,0,1,364,37
4.16360919988062,6.265600784460105,12.41037621009383,1,40,0,0,0,0,306,27
118.23063796376805,390.7076115799055,101.67437996853891,29,20,0,0,0,0,320,11
2.878314281387236,5.399218974279222,6.821972533370513,35,23,0,0,0,0,7,4
63.05790869648467,224.16490314004,66.1318856008998,17,8,0,0,1,3,135,13
8.034755203440763,6.228007285621004,26.2371155327636,5,36,0,0,0,0,424,6
25.043325329131527,45.34610097306046,34.07519446414267,11,49,0,0,0,0,382,19
87.78468310937144,229.02969811121943,119.97919459112212,1,43,0,1,0,0,226,26
96.40772911608909,374.6020944122414,87.59071454553504,9,2,0,0,1,3,214,15
164.09925541368312,464.3878540763464,45.53564816407709,1,34,0,0,0,0,109,135
92.46117365723065,274.6722655451396,9.715131513372796,16,39,0,0,0,0,208,5
14.059176388027126,20.017892569940894,66.38798989634415,44,49,0,0,0,0,612,6
82.63151640354239,281.7762996063923,5.851283779522646,9,47,0,0,0,0,338,6
68.24930615783354,265.1804425800516,21.68034568431881,22,1,1,0,0,1,5,15
80.63315544366148,289.3973304558743,76.69223785452931,19,12,0,0,1,3,221,20
3.923949082123553,10.100700575188853,8.172618651626294,24,8,0,0,0,0,190,10
2.713173485631664,7.136660188763813,5.259942222594134,7,41,0,0,0,0,514,5
24.850568126177254,26.813059145536272,86.10126888643128,1,21,0,0,0,0,235,28
118.4768987762512,432.1179135468184,39.81556310937748,26,1,1,0,0,0,286,20
2.324434162906475,3.527329383997482,6.161333737149505,41,26,0,0,0,0,85,3
168.01062254692218,578.9276040035247,45.421175285723336,23,1,1,0,0,1,356,44
97.92981579904388,9.954401031526857,292.51488361966165,38,4,0,0,0,0,59,9
160.40771139993163,473.5418318201537,65.62361659336557,49,32,0,0,0,1,75,9
17.355064883271343,20.454547251854024,34.2241847930203,1,49,0,0,0,0,297,20
3.76545442980647,7.032529399073098,7.7626613771984125,7,29,0,0,1,0,592,0
160.1810657805892,108.14832537009636,454.7657829422485,28,49,0,1,0,2,267,9
2.313590652574577,4.439788008190362,6.004836822409118,34,5,0,0,0,0,416,4
121.1203820812732,361.5580183686519,35.876784589845784,35,12,1,0,0,1,7,30
2.2138626209438983,4.953677504796588,5.405214296338272,44,4,0,0,0,0,387,5
3.691148725631107,9.272524544019973,6.983358562207968,7,20,0,0,0,0,54,11
14.194086085270134,23.533262933822527,29.48947385185141,1,49,0,0,1,3,541,15
138.966015878579,445.39236969372814,30.9022496849185,34,10,1,0,0,1,10,37
126.24825686632542,411.7458718416684,66.25978128518136,49,31,0,0,0,1,415,12
11.599314716962308,28.77427895731853,12.74911109417974,37,1,0,0,0,0,72,27
2.5902516141574705,6.676053361986305,9.472385428874816,48,42,0,0,0,0,285,4
156.25201417714413,196.07713134083951,368.99324025362927,32,49,0,0,0,0,322,24
120.27162932640869,80.90879524229013,292.8213651013428,16,43,0,1,0,2,12,14
22.93236192406833,80.31635460577752,34.099177490094235,37,29,0,0,0,0,562,6
6.0253239904317,7.729259571911484,16.62551443112642,2,37,0,0,0,0,105,18
124.02349650781316,36.90444611768601,447.7041527576535,1,25,0,1,0,2,342,17
161.3813235189192,100.95494638656692,457.1384471494808,28,49,0,0,0,2,143,10
154.46738210376148,115.14799072441195,444.9102789313662,16,40,0,0,0,0,128,119
28.260705816866054,50.98185426857293,35.18546485361691,11,47,0,0,0,0,181,26
143.37945000500895,50.44535380550292,428.7530885046769,5,14,0,0,1,3,40,19
97.84120829833664,327.86775482227847,38.09632595441769,32,43,0,0,0,0,61,34
158.8234262065492,28.559834791918547,537.2315621621138,6,32,0,1,0,2,415,32
104.11814267290646,66.58380115218631,303.6473963874148,28,49,0,1,0,2,321,9
2.064049270198284,4.315251806103731,3.5783069269469365,28,1,0,0,0,0,550,4
149.7636019245548,6.8016720574056535,476.33527931310863,45,6,0,0,0,0,378,18
149.1733533983398,414.9854834250233,114.49357460111536,41,20,1,0,0,1,340,24
28.735889794596705,46.27535409070515,40.99246855439617,48,7,0,0,0,0,322,34
21.14604580700872,15.586356399399849,85.7821424838599,44,49,0,0,0,0,599,4
171.21182820405315,464.5608256837174,104.389151033892,41,17,1,0,0,1,108,11
2.169039329614505,5.566648619764919,4.610544755613034,36,18,0,0,0,0,178,5
97.7005501869525,148.71289228586636,232.99284459456877,22,31,0,0,0,0,466,12
116.55586237495169,188.4800319377541,365.0911651361458,42,49,0,0,0,0,452,5
108.08644933906452,356.7618681024101,131.23944397494483,48,41,0,0,0,0,317,11
29.16460091876894,34.72573279976217,115.6255787631917,20,26,0,0,0,3,594,8
89.65456037731086,23.27936827357792,352.01954729848603,1,24,0,1,0,2,48,28
12.729546098615176,26.843280620714552,56.4170837695487,19,17,0,0,0,3,505,19
161.34587945262007,7.733067367044782,480.74378862693305,37,11,0,0,0,0,179,12
96.80650302708553,310.6153444743301,168.6771106792541,1,46,0,1,0,0,116,16
161.41963923764834,406.1604025658776,325.7253277551548,1,48,0,1,0,2,364,31
8.317043925482132,13.712771934583143,26.150663212516463,2,38,0,0,0,0,419,14
214.23879886913417,592.1847080570676,40.05002657446278,32,4,1,0,0,1,362,48
161.5900199677316,443.7082810576792,120.68610997275944,49,24,0,0,0,1,308,14
33.39332173269105,32.91431320654556,105.1218850214238,23,17,0,0,0,3,515,16
11.361954161722748,18.15046924780097,31.497076112403363,1,14,0,1,0,0,9,28
134.09755814826966,405.9373257041266,55.28271763170392,49,38,0,0,0,0,383,20
89.0808129409701,108.29197792743436,269.26711831775617,47,1,0,0,0,0,321,28
2.0975286704264287,4.533917535367777,4.458924474181629,48,12,0,0,0,0,269,2
4.500752760110117,12.692157670682889,9.316014647909183,1,33,0,0,0,0,191,39
82.86400700713398,46.0175966998861,302.12019264471843,18,28,0,0,0,3,494,7
7.909526421991066,8.187778160486346,25.37434873638801,1,25,0,0,0,0,539,18
66.80237833872957,232.46897182150417,73.69397688940836,29,21,0,0,0,3,177,7
2.7796469929639867,7.427892717955615,3.5439872900278147,33,1,0,0,0,0,547,0
22.69878079755304,88.4654783925871,23.7312736501022,47,28,0,0,0,0,556,11
22.22037777908845,23.546423701852348,43.62849931923421,2,46,0,0,0,0,62,38
118.0203041894357,354.74334582705785,120.3205338224696,48,29,0,0,0,0,96,85
14.042476627704314,39.57825343454124,30.419366631364312,7,1,0,0,1,3,291,12
110.6479787034479,53.511915357801286,322.56356915402444,32,49,0,0,0,2,127,8
5.901081903020022,12.434904067724917,8.76138478578116,34,6,0,0,0,0,445,1
2.3267571661392368,4.784252222524003,4.8567548876744695,37,1,0,0,0,0,575,2
31.92203868981514,42.34286311399768,56.582712025515264,1,37,0,0,0,0,191,29
31.669040304270887,113.8498412869052,16.586119641424034,28,1,1,0,0,0,104,17
104.5660750080128,26.305303311825583,364.7161330665314,1,26,0,1,0,2,228,38
37.92523339781172,110.4377887385332,61.503857471134666,40,30,0,0,0,0,560,8
27.243308218089236,39.29291031132624,45.58608499905944,2,49,0,0,0,0,443,28
3.780719302813296,6.023965378255696,9.06970989286708,45,27,0,0,0,0,181,9
210.1085871624566,59.899917820486735,552.0239188947264,8,35,0,1,0,2,209,48
43.40094041915039,170.18247518107114,59.72465198810056,49,42,0,0,0,0,194,3
2.7899504421770427,4.66403875151434,6.446975835207866,41,4,0,0,0,0,477,3
3.5413205263862118,9.031483830148716,6.142181831255584,47,12,0,0,0,0,390,1
131.95365978938253,403.7127697814028,97.4642813547934,48,26,0,0,0,0,62,28
84.93578354514521,36.92016993211024,246.13098000546464,45,35,0,0,0,0,96,95
157.80943202500458,112.47404856994308,464.0018752799332,19,44,0,0,0,2,416,33
5.979239564367116,13.720915179453698,10.943177342078856,0,31,0,0,0,0,296,19
2.496470820400301,5.856063852816135,3.941695615310664,22,19,0,0,0,0,359,1
182.01662834235336,469.50434874435473,90.33750564074536,37,10,1,0,0,1,164,14
3.3323645619063718,5.581713587658555,6.822070040869221,49,18,0,0,0,0,292,0
24.31839158917089,56.378984320107975,69.3679225581061,0,5,0,0,1,3,471,16
99.460650700708,70.16795418242162,312.80306250841204,23,48,0,0,0,0,55,28
83.69496835194602,21.31885485863557,290.94952623216466,46,39,0,0,0,0,29,32
18.004592788924764,45.67487097237915,26.704213573116647,14,1,1,0,0,0,349,41
4.908914719340276,9.285198664390805,6.0953350938257245,13,47,0,0,0,0,503,1
98.25235322704756,296.026301433748,4.981781306918606,4,42,0,0,0,0,92,7
191.40901248956857,48.01990014905118,537.1117411214127,8,32,0,1,0,2,288,15
93.4345280524615,250.24477615067715,86.2044838553087,49,32,0,0,0,0,117,32
92.60829296016216,37.444291762692615,336.1649814647204,1,22,0,1,0,2,251,41
76.88544834425618,239.3950136902307,33.369542203441426,40,14,1,0,0,1,9,9
120.82601640371128,395.4044137473229,123.94708518681688,11,3,0,0,1,3,337,15
3.1806201345871608,6.68152295723371,5.270267934895003,21,45,0,0,0,0,605,2
62.71860631409253,228.6668378661857,61.72892335087158,23,15,0,0,1,3,169,9
122.46964179791168,79.53548163306601,306.57207825125147,14,41,0,1,0,2,97,13
6.758306065862896,18.994400412448385,7.36763874350703,34,1,0,0,0,0,98,29
208.2744848816571,586.4986162601967,35.36121244442751,31,5,1,0,0,1,329,42
103.6301185332278,47.482379450667736,279.82075418806403,13,38,0,0,0,2,115,173
158.0965362128877,574.9927052334496,36.819993406847686,22,1,1,0,0,1,166,31
12.795069954804054,19.671599301728577,21.01210252188565,8,46,0,0,0,0,104,21
176.58794747666215,506.6190071562296,98.44104071665544,43,13,1,0,0,1,254,24
106.60982419077288,111.73206081819524,278.63290973971834,27,49,0,0,0,0,236,34
104.80017713455535,41.16781781432974,383.4907593949355,1,26,0,1,0,0,178,26
27.07075043036882,33.70047457561037,63.27623364689629,2,46,0,0,0,0,74,48
114.16857061702623,65.82620303458225,328.26228897733154,31,49,0,0,0,2,355,9
34.01294989569664,50.5749488533753,81.91364250356042,1,14,0,1,0,0,187,44
176.4852248722213,117.08508032473289,476.1640626236836,23,48,0,1,0,2,84,10
86.65105834788427,271.4103509521299,8.590939894489509,21,43,0,0,0,0,69,5
138.85740810212087,424.7877103486151,93.92138897306096,49,36,0,0,0,0,408,22
25.19176849391964,60.503989487274,27.143581203622148,46,1,0,0,0,0,187,49
2.519359239058046,6.469717905775326,9.937668491174064,0,49,0,0,0,0,531,3
16.067483934432172,51.19174355724772,19.188697211294027,46,18,0,0,0,0,392,16
16.437961726676537,37.274500028141006,57.38580453588765,37,30,0,0,0,0,524,9
27.433102934074046,11.584995041714931,95.16487722154562,1,39,0,0,1,0,559,17
194.8283262351322,48.05660817922512,487.37765580927766,42,36,0,0,0,0,426,8
2.9220453543054874,8.33425551757739,7.362465117460317,6,23,0,0,0,0,119,2
6.2000042759014535,8.419413343599217,17.569080974770884,14,31,0,0,0,0,433,2
25.529384730165752,47.851759509548685,30.43057038421074,12,49,0,0,0,0,125,41
103.26208368209066,288.8315955349274,69.14222640210016,49,27,1,0,0,1,126,9
2.9778519625058,3.932018428506751,9.368617477628677,43,11,0,0,0,0,525,3
76.90652400188092,251.05344270505367,82.5360145745559,27,19,0,0,1,3,249,8
20.045366475926052,24.290726034171318,42.09515925663436,4,46,0,0,0,0,136,20
2.3868793074241057,5.589396434695573,6.460912348553791,24,14,0,0,0,0,427,2
155.3118874072209,461.4269613793639,6.241708889080428,14,37,0,0,0,0,118,8
14.83862628600875,9.870587271792717,54.139104670839856,18,1,0,0,0,0,432,8
140.81995619777427,26.610351544957496,428.24575785254905,41,29,0,0,0,0,446,29
122.08399516359177,348.5600487377957,29.177940278307005,30,7,1,0,0,1,92,14
8.935927881959197,31.482239083463583,5.450367143640165,17,20,0,0,0,0,309,0
134.55704811540843,129.04183292621383,397.6567064738509,20,48,0,0,0,2,115,111
158.60849241410287,457.66175949337634,85.2515010013015,49,28,0,0,0,1,170,15
100.26831856529198,382.9427338936433,69.29406048403172,28,19,0,0,0,3,153,11
19.524084455189215,46.39402110830281,17.267732580717052,46,1,0,0,0,0,178,59
77.75723957965174,281.6837144832107,35.274291875807364,27,1,1,0,0,1,79,23
46.082763067841846,58.42895091837511,167.92730808255834,1,49,0,1,0,2,73,103
108.2622350422298,28.139091119745103,294.4981472785896,8,34,0,1,0,2,68,13
68.56159703582328,268.0288999254826,11.817709862324932,31,1,1,0,0,1,147,23
141.09918708889086,488.88130616178216,42.57932628353956,25,1,1,0,0,1,154,20
27.245722463906358,11.087124458199469,125.91511209547104,48,45,0,0,0,0,611,2
38.23878931722589,41.78400300923897,142.3105114353104,10,15,0,0,1,3,609,17
111.10173921759184,79.58902664804492,313.46657270949083,28,49,0,0,0,2,3,13
26.012177933976915,94.36513673945468,34.55866931710813,49,40,0,0,0,0,239,3
28.289842097675397,70.32103931166125,24.56074980249525,46,1,0,0,0,0,324,29
77.88373192654892,278.94868993791977,109.33154279471024,49,1,1,0,0,0,115,53
109.8015102827406,25.31281469802002,306.72650824227145,7,36,0,1,0,2,14,19
2.751063303567725,6.516929325908336,6.5460554470004695,44,41,0,0,0,0,517,1
97.98115036901608,241.2189706643641,98.60941905363649,49,25,0,0,0,0,159,39
182.4849025686656,164.863448828708,440.1590634265095,28,48,0,0,0,0,395,32
186.2394160134621,39.38034681845875,546.4049473569771,2,30,0,1,0,2,264,16
94.0520642755433,346.3923199543529,59.06556497323129,23,13,0,0,1,3,294,13
33.84809599866079,37.89666583433223,87.3906316535057,1,14,0,1,0,0,324,24
38.0883338572581,21.708671711025715,110.10315825056456,1,49,0,0,1,3,316,17
203.6060152338608,414.8952735243152,535.5693842441043,1,47,0,1,0,2,90,27
16.80073247199825,39.45414685433048,26.480495909940828,49,1,0,0,0,0,236,46
11.482271489757672,44.18373951681144,7.320878552308955,36,1,0,0,0,0,384,1
104.9001277951419,37.95419907815744,363.70564254654187,1,24,0,1,0,2,147,35
3.296010823007387,5.896035355520723,6.310381695670742,38,10,0,0,0,0,286,0
104.950838072982,48.88607029740274,316.9353490122607,30,49,0,0,0,2,207,9
167.7577217725342,558.8387738664408,40.81550918224008,31,1,1,0,0,0,125,15
148.28452808275276,427.1685224747438,89.3137090042884,49,30,0,0,0,1,275,10
32.739298349076726,126.50256401931154,25.710541705317095,17,1,1,0,0,1,73,115
20.24138585788822,26.03353668658258,94.62380693615177,44,49,0,0,0,0,574,8
26.26148349406713,76.94696879483865,14.95779953192914,39,2,0,0,1,3,450,14
4.465367688630215,10.78074076624921,7.076718021172724,43,18,0,0,0,0,561,2
3.3154143762437505,8.164067846259968,6.557096539230201,13,7,0,0,0,0,39,4
57.23543228743767,17.585785893905665,191.6163738883647,49,42,0,0,0,0,463,3
2.645115148360639,8.08440963057302,3.356828521901491,42,24,0,0,0,0,180,3
91.71487323034464,339.2876907810951,8.81902529660772,31,38,0,0,0,0,195,9
50.22021090389304,194.17105575304367,60.270794181658914,49,43,0,0,0,0,149,3
86.26990231342607,53.9053080789389,261.5768009173199,38,1,0,0,0,0,313,29
163.5458176121448,426.2939811527848,173.33600030651155,49,32,0,0,0,1,161,23
198.10801066022304,133.34823682147368,482.261170849406,15,43,0,1,0,2,161,13
2.866370289812725,6.593737830988744,6.423499987039122,28,9,0,0,0,0,553,0
93.09799985348756,33.32286597907057,373.8690752850747,1,21,0,1,0,2,254,40
3.100033538269655,9.830883272741175,5.619814443024836,31,2,0,0,0,0,451,1
27.611225402620946,36.02450855401321,52.78962875215416,0,14,0,1,0,2,166,55
2.597753165614457,7.582103054510412,7.000007568444232,49,11,1,0,0,0,443,0
189.58852567945615,191.6066336964724,407.429346236733,20,44,0,1,0,2,329,26
2.8840854237899,7.080151137712107,6.022543227019924,45,5,0,0,0,0,498,1
11.63231395159836,29.76301000669628,9.543080390874708,48,1,0,0,0,0,112,33
114.57105592949344,296.94480864583363,75.94109210937916,42,18,1,0,0,1,156,15
170.98214252333707,34.09067823750377,502.0556342219659,2,33,0,1,0,2,240,15
3.760411823925809,7.744837297374488,10.045752693975942,40,2,0,0,1,0,582,14
30.93152532941961,116.37563831459244,26.305268899475607,19,1,1,0,0,0,136,16
28.25392994457161,65.41304480012923,27.159068949783773,48,1,0,0,0,0,101,20
